@relation Ionosphere-3



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute RESULT {g, b} 



@data
-0.020037, 0.003204, -0.157225, g
-0.024698, 0.011362, 0.434236, b
-0.097575, 0.002112, 0.006290, g
0.199555, -0.013103, -0.112230, b
-0.021582, -0.000973, 0.086205, g
-1.906026, -0.008958, 0.455932, b
1.003933, -0.006667, 1.777054, g
-0.555804, 0.003440, 0.714234, b
-0.139294, -0.006590, -0.072831, g
-2.740181, 0.006295, -2.235399, b
0.142773, -0.007874, 0.074225, g
-0.589450, -0.030455, -0.160176, b
0.103510, -0.004964, 0.167094, g
-0.174466, -0.013195, 2.074597, b
-0.136741, -0.000276, 0.018846, g
0.880137, -0.023697, -0.267334, b
0.059716, -0.002586, 0.309378, g
-0.019510, 0.004061, -0.390881, b
0.037010, 0.001753, 0.371407, g
0.274332, -0.009504, 0.168960, b
-0.042360, -0.001071, 0.176150, g
-0.438778, -0.013294, 0.263061, b
0.231984, -0.004403, -0.057270, g
-0.546106, 0.052404, -0.247953, b
-0.007601, -0.002301, 0.162530, g
9.440077, 0.035988, -1.233880, b
0.704227, 0.001962, 0.262601, g
0.323374, -0.002707, 0.722349, b
-0.378632, 0.021746, 0.607659, g
-3.979327, 0.021665, 0.705238, b
-0.012337, -0.004254, 0.163607, g
0.459877, 0.009418, 0.666118, b
-0.117375, 0.001668, -0.256387, g
0.165896, 0.042172, 0.213607, b
0.493916, -0.002544, -0.044229, g
0.059454, 0.039987, -0.575573, b
-0.005499, -0.000512, -0.129965, g
-1.287345, -0.006486, 0.024698, b
-0.189575, 0.005687, -0.143805, g
-2.916399, -0.034581, 0.450881, b
0.014801, -0.002461, -0.154045, g
-1.876276, -0.022312, -1.120580, b
-0.101171, -0.004503, -0.052841, g
0.064287, 0.038824, 0.273612, b
-0.005130, -0.005991, 0.091086, g
0.363980, 0.025006, -0.101746, b
0.209372, 0.007973, 0.177439, g
-0.079790, -0.015821, -0.385414, b
0.186657, -0.021742, 0.218330, g
-0.115590, -0.041840, 0.435029, b
-0.722006, -0.007100, 0.294456, g
1.107642, -0.009962, 2.429490, b
0.219871, -0.009478, 0.674742, g
0.137389, 0.000574, 1.198347, b
-0.051829, -0.002567, 0.179717, g
0.604768, -0.043895, 0.051231, b
0.036869, -0.001684, -0.126129, g
1.209245, 0.053649, -0.560201, b
-0.027208, -0.005047, -0.069085, g
0.062296, -0.015840, -0.740548, b
0.120366, 0.001094, -0.142674, g
-0.648220, 0.000726, -0.368202, b
-0.077756, -0.004701, -0.044202, g
-0.694201, -0.019658, 0.167911, b
0.015450, -0.003992, 0.031641, g
0.361216, 0.037766, 2.459911, b
0.044215, -0.000260, -0.098257, g
-0.416802, 0.034186, 1.036295, b
0.421705, -0.011896, 0.172914, g
-0.621495, 0.013443, 0.982288, b
-0.014709, -0.000914, -0.028154, g
0.535364, 0.029277, 1.229048, b
-0.546776, -0.000092, -0.116172, g
0.130392, 0.004552, 0.445939, b
0.072724, 0.007902, 0.295105, g
-0.575002, 0.006780, -0.028460, b
0.126109, 0.000721, 0.100205, g
-0.104319, 0.000402, -0.350615, b
-0.101770, -0.004191, 0.232481, g
-0.052731, 0.009732, -0.383179, b
-0.076304, -0.000089, 0.012172, g
-0.849228, 0.006066, 0.225769, b
-0.011670, 0.000420, 0.030254, g
0.647751, -0.025283, -0.879955, b
0.081419, -0.001768, 0.144844, g
-0.491205, 0.007523, 3.880444, b
0.066151, 0.000830, -0.057381, g
-0.490113, -0.006562, 0.446180, b
-0.287077, -0.005296, 0.252044, g
0.535532, 0.033257, -6.264227, b
-0.137962, -0.000029, -0.124952, g
1.186763, 0.000327, -2.013406, b
-0.035193, -0.001765, -0.048776, g
-0.156939, -0.000697, -0.722300, g
0.080013, -0.005413, 0.243746, g
-0.066577, -0.004584, -0.068600, g
0.034612, 0.000787, -0.446583, g
0.100811, -0.000348, 0.123116, g
-0.087121, -0.002399, 0.120718, g
-0.260187, 0.001640, 0.080075, g
0.124813, -0.003560, 0.185899, g
0.193813, -0.003898, 0.152378, g
0.100592, -0.002452, 0.029612, g
0.093656, -0.005821, 0.027863, g
0.191561, -0.003547, 0.055390, g
-0.116165, -0.000354, -0.068565, g
-0.316357, 0.005985, -0.302148, g
0.257533, -0.011236, -0.316777, g
0.304529, 0.003908, 0.394122, g
0.066716, -0.001563, -0.123349, g
-0.574507, -0.005483, -0.151766, g
-0.090553, 0.003282, 0.071683, g
0.174890, -0.001703, 0.088369, g
-0.596954, 0.000371, -0.206824, g
0.265962, -0.002255, 0.437288, g
0.027239, 0.004360, 0.000160, g
-0.200197, -0.000617, 0.435404, g
0.288571, -0.003086, 0.030061, g
0.063353, -0.004450, 0.048841, g
0.219364, -0.003886, 0.154070, g
0.032792, -0.002598, 0.307685, g
-0.019568, -0.001146, 0.030918, g
0.790946, -0.000979, -0.348072, g
-0.381221, 0.001544, 0.101360, g
-0.288183, 0.001559, 0.325233, g
0.866996, -0.000064, 0.294661, g
0.176379, 0.000469, 0.004446, g
0.076544, -0.004033, -0.124533, g
-0.113575, -0.002928, 0.051773, g
-0.216669, 0.003658, 0.121481, g
0.120943, 0.002052, 0.642218, g
-0.401352, 0.004386, -0.319887, g
0.085865, 0.003369, -0.474345, g
-0.157332, 0.001799, -0.297822, g
0.121545, 0.000735, 0.346319, g
0.017589, -0.001170, 0.112369, g
0.120118, 0.000156, -0.111023, g
-0.152557, -0.002507, 0.128207, g
-0.048003, -0.000528, -0.011165, g
-0.013258, 0.000273, -0.110339, g
-0.150511, 0.002447, -0.272196, g
0.020547, -0.001330, -0.088900, g
-0.021817, -0.001225, -0.073630, g
0.083631, 0.000481, -0.129628, g
-0.015039, 0.001922, 0.342953, g
-0.557100, -0.009645, 0.229510, g
-0.305335, -0.000992, 0.223197, g
0.111950, -0.000914, 0.175691, g
-0.140453, -0.000074, -0.006453, g
-0.047060, 0.000355, -0.142564, g
-0.206303, 0.002667, -0.459017, g
0.005071, 0.000341, 0.009576, g
0.036266, 0.004358, -0.519501, g
-0.129120, -0.000457, 0.022166, g
-0.114933, -0.000117, -0.067492, g
-0.116130, -0.000486, -0.158150, g
0.199819, 0.015267, 0.060973, g
-0.180610, 0.003009, 0.177597, g
0.040663, -0.000096, 0.057389, g
-0.018253, -0.000908, -0.100892, g
-0.005367, -0.001673, -0.074847, g
0.129837, -0.002487, -0.036698, g
-1.140189, 0.000029, -0.549547, g
-0.161607, -0.001224, -0.048963, g
-0.006308, -0.000371, -0.106431, g
-0.036645, -0.001347, -0.206581, g
-0.192069, -0.007477, -0.004414, g
-0.031880, 0.003445, 0.283685, g
-0.056394, -0.003150, -0.042470, g
-0.032210, -0.004012, -0.073232, g
-0.088787, 0.001466, -0.040914, g
0.156911, -0.000450, 0.013021, g
-0.023242, -0.001542, -0.068704, g
-0.028256, -0.001120, -0.073526, g
0.002459, -0.002065, -0.070774, g
0.029520, -0.000171, -0.088441, g
0.000843, -0.001438, -0.223600, g
-0.014672, -0.001135, -0.509598, g
0.087943, -0.003545, 0.255381, g
-0.723322, -0.001668, 0.506378, g
-0.000581, -0.000662, -0.123801, g
-0.324663, 0.003557, -0.232370, g
0.049533, 0.000832, 0.351178, g
0.015667, 0.000376, -0.050188, g
-0.459739, 0.005255, 0.514309, g
-0.091386, 0.001394, -0.157890, g
-0.040282, -0.000402, -0.112103, g
-0.028930, -0.001295, -0.103595, g
-0.075291, -0.002706, -0.166786, g
-0.068393, 0.001045, -0.080180, g
