@relation Ionosphere-5



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute RESULT {g, b} 



@data
0.880608, -0.880623, 0.081339, -3.617006, -0.448282, b
0.297846, -0.297821, 0.135051, 0.287492, 0.216736, g
0.329749, -0.329731, 1.579434, 0.647362, 2.125230, b
0.080993, -0.080992, 0.068093, -0.085401, 0.084092, g
0.493325, -0.493326, -0.074049, 1.052387, -0.430029, b
0.071203, -0.071197, -0.292746, 0.301414, 0.356329, g
-0.069754, 0.069760, 0.159100, 0.374853, -0.351572, b
0.170923, -0.170910, -0.012655, 0.114263, 0.368586, g
-1.272745, 1.272618, -0.139077, 0.698017, 0.144820, b
-0.108603, 0.108593, -0.478666, 0.340717, 0.199519, g
0.088162, -0.088181, -0.060855, -1.917640, 0.278249, b
0.135003, -0.134994, -0.332097, 0.297157, -0.057538, g
-0.579391, 0.579385, 0.705556, -0.293363, -0.103247, b
0.178411, -0.178407, -0.115740, 0.023104, 0.140674, g
0.177318, -0.177282, 1.513274, -0.744387, -2.328388, b
-0.386606, 0.386586, 0.464155, 0.380232, 0.493067, g
0.981165, -0.981147, -0.483788, -6.160573, 0.440160, b
0.367122, -0.367042, -0.316194, 0.974148, 0.712654, g
-0.240586, 0.240603, -0.104164, -0.220560, 0.960657, b
-0.454284, 0.454248, -0.176497, 0.127359, 0.167251, g
0.214974, -0.214953, 0.471168, -0.534769, 0.473445, b
0.026868, -0.026856, -0.374781, 0.704290, -0.222924, g
-1.224655, 1.224629, 1.513394, 0.278264, 0.077936, b
0.135159, -0.135156, -0.001946, 0.357001, 0.006995, g
-1.502245, 1.502192, 1.107508, 0.543694, -0.727882, b
-0.412443, 0.412417, 0.892496, -0.201181, -0.172972, g
0.258267, -0.258246, 3.436752, -0.856982, 0.051289, b
-0.060635, 0.060640, 0.378913, 0.443104, -0.147668, g
1.371307, -1.371257, 0.869664, 0.804974, 0.659232, b
0.005531, -0.005529, -0.141613, 0.267675, -0.158238, g
0.778255, -0.778237, 0.533583, -0.817190, -1.042962, b
-0.105153, 0.105144, -0.286670, 0.356092, 0.023595, g
8.711433, -8.710754, 1.445713, -0.444335, 0.038839, b
0.043403, -0.043404, -0.400089, 0.176578, 0.138788, g
-0.128794, 0.128798, 0.392243, -0.264305, -0.222109, b
0.017397, -0.017383, -0.487447, -0.138082, 0.215599, g
0.358949, -0.358952, 0.062020, -0.065319, -0.399784, b
0.539346, -0.539345, -0.373094, 0.009825, 0.253225, g
-0.823275, 0.823178, -1.625962, 0.032687, 0.466223, b
-0.378683, 0.378643, -0.421401, 0.230957, 0.375075, g
-0.966020, 0.965956, 0.610003, 0.674096, 2.370450, b
0.009391, -0.009411, -0.079122, 0.503270, 0.689889, g
-0.211902, 0.211857, 1.311019, -1.774374, 1.155306, b
0.252272, -0.252265, -0.119626, 0.007215, 0.161973, g
-0.002067, 0.001990, -0.039816, -1.606721, -0.051613, b
-0.111700, 0.111695, -0.004316, 0.136429, -0.106197, g
-2.212752, 2.212696, 0.582032, 1.296721, -0.672840, b
-0.053911, 0.053906, -0.245904, 0.155803, -0.046529, g
0.497594, -0.497578, -2.389140, 0.478969, -0.517958, b
-0.060998, 0.060997, -0.154231, -0.164965, -0.181161, g
0.682066, -0.682023, -0.738464, 0.013541, -0.407064, b
-0.085701, 0.085695, -0.283856, 0.120338, -0.020116, g
-2.726686, 2.726431, -0.341990, -0.689280, 0.385103, b
-0.139270, 0.139259, -0.268780, 0.208879, 0.052145, g
0.020923, -0.020907, 1.349415, -2.567704, 2.045820, b
0.039545, -0.039542, -0.045833, 0.128960, -0.098911, g
0.376882, -0.376799, 0.401100, 0.044699, 1.048592, b
1.228777, -1.228685, 0.149858, 0.262472, 0.224527, g
0.135090, -0.135062, 0.341197, -0.001161, 0.824886, b
-0.004131, 0.004133, 0.090150, 0.043648, -0.003877, g
-0.390191, 0.390197, 1.917798, 0.184772, 0.947301, b
-0.072891, 0.072894, 0.143268, 0.407924, -0.054037, g
-0.179918, 0.179904, -0.301045, -0.302998, 0.384486, b
-0.751040, 0.751001, 0.438522, 0.265004, 0.274616, g
-0.038868, 0.038876, -0.055848, 0.178638, -0.022162, b
-0.146881, 0.146873, -0.105832, -0.126167, 0.088583, g
-0.119866, 0.119858, 0.476568, 0.028954, -0.338761, b
0.010206, -0.010210, -0.041026, 0.119885, 0.258186, g
0.245757, -0.245729, -0.884427, 0.163850, -0.238705, b
0.103188, -0.103176, 0.050787, 0.197495, 0.024907, g
0.894949, -0.894876, 1.067129, -0.267790, 0.123304, b
0.060257, -0.060248, -0.027456, 0.162885, 0.046663, g
0.063656, -0.063711, 0.436550, -2.103633, -1.018824, b
0.014811, -0.014811, 0.002537, 0.055016, 0.164836, g
-0.999846, 0.999774, 0.313559, -0.754115, 3.717535, b
-0.035540, 0.035542, 0.411400, 0.233870, -0.067614, g
0.447902, -0.447889, 0.656861, -0.742371, 0.371312, b
-0.356929, 0.356894, 0.038193, -0.125318, 0.268650, g
0.472849, -0.472774, 1.095241, -0.954020, -6.385510, b
-0.046854, 0.046850, -0.029170, 0.025665, -0.116804, g
-0.736573, 0.736533, 0.367033, 0.458907, -1.950207, b
0.060705, -0.060705, -0.231551, 0.044396, -0.046242, g
0.420077, -0.420047, 0.689050, -0.774790, -0.759617, g
0.230300, -0.230294, -0.366135, 0.192478, 0.239434, g
0.121027, -0.121021, -0.081641, 0.152596, -0.031050, g
0.008557, -0.008554, -0.060328, 0.005015, -0.451100, g
0.076612, -0.076609, -0.263688, -0.104323, 0.118213, g
-0.061114, 0.061107, -0.028125, 0.061593, 0.151729, g
-0.075522, 0.075523, -0.080144, 0.223144, 0.101887, g
-0.104204, 0.104197, -0.212013, 0.188520, 0.209805, g
-0.046526, 0.046522, -0.105105, -0.037020, 0.153104, g
-0.042220, 0.042217, 0.076984, 0.054505, 0.034180, g
-0.031435, 0.031428, -0.091270, 0.132365, 0.045403, g
-0.009901, 0.009900, -0.066444, 0.164913, 0.073784, g
0.213584, -0.213567, -0.050058, -0.021594, -0.071208, g
0.011673, -0.011660, -0.234514, 0.111610, -0.202204, g
0.299263, -0.299248, 0.650328, 0.235794, -0.375176, g
0.055391, -0.055378, -0.080887, 0.255071, 0.383108, g
0.155532, -0.155519, -0.093052, -0.032865, -0.096197, g
-0.162065, 0.162048, 0.569792, 0.002719, -0.130112, g
-0.034633, 0.034646, 0.662559, 0.380356, 0.077532, g
-0.092345, 0.092335, -0.056650, -0.026012, 0.112438, g
0.006730, -0.006727, -0.057359, 0.271384, -0.153815, g
0.203959, -0.203949, -0.365178, -0.139166, 0.460654, g
0.111437, -0.111420, -0.268353, -0.070306, 0.022716, g
-0.075343, 0.075333, -0.122784, 0.072196, 0.473645, g
0.036323, -0.036320, -0.160144, 0.119816, 0.053634, g
0.000950, -0.000953, 0.003200, 0.140406, 0.071444, g
0.147202, -0.147194, 0.217106, 0.031745, 0.153427, g
0.069156, -0.069153, 0.148207, -0.097830, 0.315052, g
0.159396, -0.159384, 0.258197, 0.078607, 0.053142, g
0.232351, -0.232328, -0.419194, 0.536925, -0.333889, g
-0.078535, 0.078529, -0.083294, 0.136567, 0.133390, g
-0.676795, 0.676740, 0.068290, -0.218260, 0.367659, g
0.264309, -0.264289, 0.140425, -0.060873, 0.215170, g
0.061328, -0.061320, -0.014874, 0.094561, 0.008448, g
0.175775, -0.175768, 0.364014, -0.048321, -0.126191, g
0.033528, -0.033527, -0.243257, 0.111558, 0.068784, g
0.249885, -0.249860, 0.266542, 0.179631, 0.126692, g
-0.155233, 0.155220, 0.105624, 0.119894, 0.677663, g
0.124334, -0.124314, 0.243399, 0.184303, -0.313342, g
0.069461, -0.069450, 0.214487, 0.113611, -0.486533, g
-0.004627, 0.004634, 0.360999, 0.299194, -0.259608, g
-0.053282, 0.053279, -0.219773, 0.185001, 0.370614, g
-0.002352, 0.002352, 0.498908, 0.085116, 0.098370, g
0.185951, -0.185936, 0.455326, 0.012091, -0.101888, g
0.140788, -0.140784, -0.097847, -0.178541, 0.135150, g
-0.114296, 0.114290, 0.185472, -0.008122, 0.006476, g
0.007530, -0.007526, 0.245370, 0.084484, -0.086063, g
-0.109179, 0.109176, 0.096361, 0.144997, -0.241868, g
0.019767, -0.019764, 0.193842, 0.084905, -0.070856, g
0.032136, -0.032132, 0.056265, 0.143445, -0.049059, g
-0.178033, 0.178020, 0.438241, -0.088103, -0.099381, g
-0.214331, 0.214318, -0.717428, -0.079195, 0.363068, g
0.260565, -0.260561, 0.498285, 0.051220, 0.315995, g
0.171898, -0.171902, -1.006163, -0.384618, 0.303263, g
0.131087, -0.131082, -0.096675, 0.069634, 0.198893, g
-0.086122, 0.086115, 0.007542, -0.038405, 0.005930, g
-0.015999, 0.016002, 0.151547, 0.092310, -0.119951, g
0.024671, -0.024662, 0.130045, 0.023601, -0.494546, g
0.113073, -0.113061, -0.022418, 0.199910, 0.022685, g
0.014041, -0.014031, 0.619844, 0.280877, -0.662190, g
-0.091058, 0.091053, 0.002948, 0.090292, 0.044128, g
-0.086051, 0.086047, -0.035844, 0.060626, -0.046621, g
-0.101721, 0.101715, -0.189284, 0.092432, -0.139275, g
-0.678281, 0.678250, 0.812939, -0.097969, -0.001707, g
-0.138686, 0.138685, -0.134425, 0.366610, 0.228407, g
-0.059707, 0.059706, -0.004100, 0.125765, 0.086830, g
0.039644, -0.039638, 0.088190, 0.107883, -0.080659, g
0.007911, -0.007910, 0.078062, 0.149385, -0.051312, g
0.026708, -0.026706, -0.045479, -0.011365, -0.018946, g
-0.479360, 0.479323, -0.210694, 0.033737, -0.425911, g
0.019351, -0.019350, -0.115117, 0.121577, -0.028373, g
0.001105, -0.001104, -0.016780, 0.054799, -0.100923, g
-0.062998, 0.062994, -0.240953, 0.094108, -0.192603, g
0.627572, -0.627530, -0.385003, -0.145944, 0.125510, g
0.009743, -0.009746, 0.196775, -0.318813, 0.314277, g
0.048613, -0.048610, 0.048163, -0.000222, -0.022296, g
-0.036098, 0.036095, 0.141867, 0.191254, -0.046482, g
-0.085481, 0.085479, -0.144574, 0.111269, -0.018384, g
0.068672, -0.068666, 0.004225, 0.034822, 0.014166, g
0.022512, -0.022508, 0.055086, 0.124074, -0.049460, g
0.035538, -0.035533, 0.045250, 0.105568, -0.054299, g
-0.021758, 0.021758, 0.100025, 0.020577, -0.050164, g
0.019851, -0.019848, 0.038524, 0.078451, -0.069601, g
-0.012728, 0.012727, -0.239857, 0.012530, -0.217629, g
0.435847, -0.435817, 0.595545, -0.582042, -0.542178, g
0.207144, -0.207143, -0.291440, 0.041052, 0.238758, g
0.402973, -0.402957, 0.261271, 0.151665, 0.479376, g
0.005447, -0.005443, 0.080573, 0.072232, -0.110488, g
-0.104032, 0.104035, 0.099302, 0.234562, -0.204335, g
0.032149, -0.032146, 0.028311, -0.067963, 0.326661, g
-0.028634, 0.028634, 0.013080, 0.040219, -0.050452, g
-0.016270, 0.016284, -0.445315, 0.010836, 0.591030, g
0.097310, -0.097299, 0.031203, 0.083539, -0.132615, g
0.019198, -0.019193, 0.023263, 0.116791, -0.094494, g
-0.003246, 0.003247, 0.055932, 0.065145, -0.082553, g
0.072585, -0.072581, 0.017196, -0.120248, -0.152099, g
0.111748, -0.111735, 0.156148, 0.196698, -0.060717, g
