@relation Ionosphere-9



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute RESULT {g, b} 



@data
-0.018194, 0.114094, 0.131164, 0.170217, 0.065528, 0.118792, -0.103848, -0.052050, -0.088000, g
-0.764496, -0.623579, 0.470220, 1.497293, -0.380348, 0.508959, 0.086847, -0.246218, 0.592162, b
0.205940, -0.121440, -0.020776, 0.158004, 0.151003, 0.212821, -0.074345, -0.054117, 0.078108, g
0.585001, -0.599838, 2.677725, 1.134480, -0.254173, 0.389668, -0.432314, -0.174339, 0.157167, b
0.281748, -1.300352, -0.268228, -0.049779, -0.935633, 0.070152, -0.623584, 0.016296, 0.280977, g
-1.125113, -3.261055, 0.238946, -1.306436, -1.390793, 8.779718, 1.083637, 0.295394, -0.617953, b
-0.624517, 0.659569, 0.457237, 0.075983, -0.003168, 0.113772, -0.201547, -0.180088, 0.399407, g
-0.926512, -0.876539, 0.071460, -0.250853, -0.828955, -0.218484, -4.711486, -0.043973, -2.384862, b
-0.077083, 0.105672, 0.055868, 0.115299, 0.128422, 0.101418, 0.119462, -0.039511, 0.076522, g
1.829650, -1.834419, -2.153608, -0.511838, -0.940075, -1.170357, 1.074631, 0.168796, 0.021944, b
0.340741, -0.127490, 0.169550, 0.101076, -0.808415, -0.131432, 0.235235, 0.337496, 0.320547, g
0.516347, 11.908933, 0.211131, 0.731316, 0.140257, 0.200566, 0.684192, -0.343085, 0.354756, b
0.118554, -0.185171, -0.130892, 0.113227, 0.063624, 0.049003, -0.143394, -0.009740, 0.074516, g
0.252054, -3.512877, 1.095012, 0.699946, -1.967303, 0.328741, -0.670842, -0.089727, -0.602620, b
0.153598, -0.127529, -0.020754, 0.072792, -0.033623, 0.163147, -0.284899, -0.076124, 0.188922, g
0.605007, -0.096302, 2.335756, 0.598146, 0.171398, -0.153010, 0.664613, -0.088023, 0.167737, b
0.197974, -0.086041, 0.081331, 0.046192, -0.116887, 0.152841, -0.327048, -0.124624, 0.450784, g
-0.533003, -0.371316, -1.600244, -0.672866, -2.642591, -0.609371, -1.064718, 0.510051, -1.581581, b
0.706896, 0.145436, -0.119003, -0.398277, 0.789972, -0.109320, 0.157649, -0.003573, 0.072025, g
0.577344, -0.253407, 0.505365, -0.132437, -0.182837, 0.490875, 0.599987, 0.200691, 0.827472, b
0.367006, -0.013276, -0.047230, 0.185502, -0.469567, 0.258512, 0.115435, 0.045220, -0.057543, g
0.781847, -0.384377, -0.192511, -0.744728, 0.352557, 0.187375, 1.190700, 0.499854, -0.622649, b
0.132655, -0.741822, -0.464107, -0.326342, 0.197779, 1.433711, 0.470319, -0.173415, 0.271138, g
0.511871, -0.789475, 0.080735, -0.486523, -0.520376, 1.254762, 0.819496, 0.474053, -0.799555, b
0.235367, -0.353761, -0.159090, -0.211125, 0.065814, -0.075826, -0.261334, -0.006711, 0.244237, g
-0.200765, -0.080944, 0.076554, -0.497902, -0.023246, 3.266433, 8.438149, 0.345441, 0.092898, b
0.143101, 0.024158, 0.117824, -0.216083, -0.082579, 0.006934, -0.399542, -0.082906, 0.306758, g
0.000028, 0.305354, 0.151171, -0.254503, -1.589359, 1.281359, 0.250590, -0.035417, -0.390193, b
0.298610, -0.305547, -0.086540, -0.176266, -0.120706, 0.096755, -0.302330, -0.043051, 0.112512, g
-0.252280, 2.193168, 1.307442, 0.740059, 0.541425, 1.932865, -2.315043, -0.741924, 0.680284, b
0.257647, -0.138067, -0.048206, -0.139336, 0.019724, 0.023015, -0.319524, -0.055905, 0.126338, g
0.195758, 0.727660, -0.578441, -1.171831, -2.919453, 4.645313, -0.137482, -0.429959, -0.593280, b
-0.399017, 0.366039, -0.187468, -0.174602, -0.383304, -0.180774, -0.488033, -0.006395, 0.310325, g
-2.312432, -0.691410, -0.164234, 2.789145, -4.028389, 0.879408, 0.222148, 0.149370, 0.381228, b
-0.552059, -0.146687, -0.242378, 0.711119, 0.442598, -0.545888, 0.250917, -0.108123, 1.077543, g
1.466423, -0.916872, -0.719251, -0.090868, -1.091534, 0.124181, 0.038566, 0.383433, 0.296058, b
0.241620, 0.015201, 0.135558, -0.227040, 0.065009, -0.099764, -0.349556, -0.107818, 0.256121, g
-0.290877, 0.324686, 0.538792, 0.908959, 1.187981, 0.621458, -0.873593, -0.266602, 0.183377, b
-0.119993, -0.352434, -0.457583, -0.294252, -0.119210, 0.048069, -0.346565, -0.038570, -0.194340, g
0.149850, -0.748105, -0.024117, 0.831839, 0.629686, -0.787017, 0.407621, 0.106472, -0.807611, b
0.212840, -0.061829, -0.243781, 0.234443, 0.041705, 0.038101, -0.120763, -0.031996, 0.007490, g
-0.915988, -0.727246, -0.621067, 0.986684, 0.812580, 0.014387, 1.082460, 0.256626, -0.812431, b
0.073849, -0.136659, -0.004659, 0.049588, -0.043844, 0.007315, 0.133921, 0.050934, 0.031446, g
0.414793, -0.802790, -0.316638, 0.118860, -0.145127, 1.012005, 0.396264, 0.288585, -0.664044, b
0.165821, -0.109414, -0.143085, -0.106324, 0.422717, -0.184683, -0.162739, 0.000153, 0.401965, g
-0.253168, -0.526497, -0.441315, -0.060345, -0.324289, 0.401906, 0.097400, 0.051818, 0.110240, b
0.314500, -0.352263, -0.239510, -0.019310, -0.644410, -0.433345, 0.708114, 0.099507, -0.469348, g
0.133613, 0.472160, 0.077228, 0.454448, 0.660396, -0.061191, -1.567670, -0.605751, 0.867827, b
-0.356647, 0.256083, -0.056804, -0.108477, 0.171715, -0.050459, -0.411778, -0.327708, 0.631075, g
1.146263, -1.017169, 0.699208, -0.908200, 0.723901, 0.611732, 0.169056, 0.244451, -1.624963, b
-0.004388, 0.103926, 0.124697, 0.051225, -0.030039, 0.023721, -0.102928, -0.056749, -0.138055, g
-0.033595, 0.003917, 0.247825, 0.173310, -0.030711, 0.144381, -0.079405, -0.061604, -0.295640, g
-2.934757, -0.752619, -4.650451, 1.425379, -0.089829, -0.410757, -0.525258, 0.093388, -0.093955, b
0.010193, -0.086686, 0.059619, -0.100058, 0.090717, -0.156634, 0.023485, 0.012829, -0.065935, g
-3.638458, -1.016538, -1.497808, -0.231702, -0.342217, -4.753415, 1.378555, 0.571284, -0.117089, b
0.037274, -0.019465, -0.019721, 0.193452, -0.016986, 0.096068, -0.116747, -0.041925, -0.069318, g
0.578059, 0.514416, -0.491765, 0.372993, 0.531173, -0.165338, 0.080530, -0.096156, -0.669584, b
0.256436, -0.094126, 0.004591, 0.287009, -0.048404, -0.177939, -0.111367, -0.031324, -0.613573, g
-0.292594, -1.214214, 1.908853, 0.474537, -0.106683, -1.259705, 0.229774, 0.205433, -0.429795, b
-0.753781, 0.189597, 0.350769, -0.643530, 0.304866, -0.397020, 0.110605, 0.175422, -0.975668, g
0.581149, 0.564105, 1.981163, 0.320527, 0.077083, 0.197211, -0.377696, -0.096288, 0.390213, b
-0.044342, -0.038577, -0.087595, 0.045930, -0.055042, -0.016749, 0.059173, 0.030582, -0.015487, g
0.113412, 0.233895, 0.847908, -3.077122, -0.255110, -1.691907, -0.794980, 0.183666, 0.060260, b
0.686052, 0.365944, -0.342942, 0.167100, 0.093846, -0.620555, -0.559856, 0.064927, -0.315109, g
0.277368, -0.205724, -0.276624, -0.489628, 1.294589, 0.844846, -2.225522, -0.160221, -1.828540, b
-0.111060, 0.036834, 0.005791, 0.052332, 0.051961, 0.103422, 0.066157, -0.046588, -0.138389, g
-0.036994, -0.288982, 1.376002, -0.113943, 0.546969, -1.174313, -0.020243, 0.037020, -0.818172, b
-0.172102, -0.120611, 0.199985, 0.350969, 0.015937, 0.171601, 0.091089, -0.056288, -0.333361, g
0.196657, -0.551521, -0.135758, 0.347258, -1.036472, -0.114691, 1.399842, -0.000083, -0.041935, b
-0.396117, 0.202799, -0.112780, 0.056607, -0.016822, -0.032203, -0.198454, -0.005641, 0.048924, g
0.335385, 0.096013, 0.489940, 0.360060, -0.310957, -0.056974, 0.706618, 0.289032, -0.062529, b
0.230030, -0.218558, -0.196557, 0.086846, -0.163583, -0.145068, 0.063053, 0.036948, 0.012647, g
0.210366, 0.442369, 1.416300, -0.030671, 1.245575, 0.010061, 1.168775, -0.139826, 1.463075, b
0.280805, -0.086229, 0.006629, -0.010817, 0.172112, 0.043352, -0.227563, -0.067764, -0.339805, g
-0.056602, 0.101652, -0.137568, -0.714928, -0.112368, -0.644327, 1.210772, 0.371473, 0.428417, b
0.852930, -0.547364, -0.543209, 0.009384, 0.980670, 0.540199, -0.297185, -0.218798, 0.279290, g
-0.227338, -1.008453, -0.715560, -2.278892, -0.893337, -3.626750, 1.456940, 0.960813, -0.916905, b
0.149451, 0.494017, -0.272582, 0.299905, -0.129145, -0.280192, -0.192289, -0.040503, 0.414261, g
0.057112, -1.269201, 0.990331, -0.124940, 1.480711, -1.498851, 0.109867, -0.001510, 1.530808, b
0.007589, 0.456923, 0.612610, 0.850685, 0.020271, -0.833114, -0.092951, -0.096539, 0.833934, g
0.166536, 0.707406, 1.246526, -0.232581, 0.283421, -0.054420, -0.683750, -0.333061, 0.495509, b
0.122548, -0.016934, 0.005578, 0.188464, -0.005498, 0.155638, -0.129457, -0.051376, 0.080081, g
2.834478, -1.251205, 0.986809, 0.030102, 1.289509, 0.123941, -0.388677, -0.560299, 1.711204, b
0.047385, -0.079931, -0.004775, 0.100677, 0.087614, 0.073514, -0.066303, -0.030565, -0.010135, g
1.170673, -0.109627, 0.038332, -0.636154, 0.488237, 0.969321, -1.385822, -0.247645, 0.286372, b
-0.161217, -0.291060, 0.423521, 0.605326, 0.195415, -0.286613, 0.046702, 0.018901, -0.256453, g
1.615815, 0.581056, 2.188510, -0.512873, -0.000666, -1.450036, 1.698129, -0.384333, -0.269217, b
0.063344, 0.135805, -0.037674, -0.289202, 0.126461, -0.093543, 0.087442, 0.034597, 0.015257, g
1.363929, -0.141083, 0.643513, -0.368115, -0.385174, 0.091844, 0.101644, 0.007749, -0.800061, b
-0.238635, 0.285277, 0.252410, 0.014996, 0.069340, -0.115383, -0.028675, -0.086948, 0.107981, g
0.762304, 1.805267, -0.383599, -3.201538, -0.566117, 0.124263, 0.419435, 0.664163, -0.794953, b
-0.157133, 0.217695, 0.031455, -0.436038, 0.046261, -0.480458, 0.252817, 0.078320, 0.411628, g
-0.348277, 0.319153, -0.496236, -0.187457, -0.126125, -0.435422, 0.338377, 0.168130, 0.542847, b
0.441025, 0.062816, 0.037549, 0.916291, -0.508602, -0.388405, 0.099473, 0.177523, -0.384933, g
-0.532143, 0.548124, 0.062280, -0.552570, -0.425789, 0.963211, 0.867684, -0.263352, 0.756216, b
-0.067885, -0.043257, 0.023360, 0.116005, 0.049465, 0.049255, 0.024763, -0.021462, -0.037861, g
0.190648, 1.829190, 1.260904, 0.514915, 1.164017, -0.201755, 1.070090, -0.314089, -0.054375, b
-0.084611, -0.150560, -0.133198, 0.047819, -0.100798, -0.440141, 0.147644, 0.111994, -0.104373, g
-0.053376, 0.140110, -0.062429, -0.100473, 0.149350, -0.218479, 0.067564, 0.082523, 0.115426, b
-0.327287, 0.230902, -0.149807, -0.078848, 0.182053, -0.324936, 0.055729, 0.027516, 0.504577, g
-0.474870, 1.149329, -0.711610, -0.253712, -0.386337, 0.166389, 0.000137, 0.122815, 0.941328, b
0.135610, -0.091333, -0.039291, 0.112279, 0.163700, 0.031657, -0.091905, -0.031129, -0.031586, g
-0.221244, 0.065959, -0.206617, -0.598846, -0.382267, 0.192217, -0.149688, -0.106814, 0.254930, b
0.076703, -0.152205, -0.046519, 0.076007, 0.126502, 0.102028, -0.035605, -0.042862, -0.011129, g
-0.216092, -0.217341, 0.134065, -0.397198, 0.543219, 0.201652, 0.333463, 0.213421, -0.106646, b
-0.122609, -0.206197, -0.219003, -0.066129, 0.010911, -0.106436, 0.003314, 0.049514, -0.018966, g
-0.041701, 0.083735, -0.365866, -0.215634, -0.132258, -0.405882, 0.107937, 0.110027, 0.148233, b
-0.096433, -0.357338, 0.226384, 0.214403, 0.008213, -0.028585, -0.036255, -0.016466, -0.113350, g
-0.260961, -0.074190, -0.277022, 0.241661, -0.207837, -0.397270, -0.077862, 0.109648, 0.073828, b
-0.048905, 0.037778, -0.089963, -0.042942, -0.031272, -0.102350, -0.134230, -0.012874, 0.035757, g
-0.224471, -0.066896, -0.415592, -0.114025, -0.248114, -0.500848, 0.306777, 0.196810, -0.006295, b
0.389626, -0.331980, -0.250482, 0.314971, 0.453704, -0.393331, -0.014754, 0.071988, -0.032789, g
-0.561953, 0.082440, -0.236245, -0.069167, 0.049574, -0.153676, 0.112568, 0.128127, 0.238840, b
0.062025, -0.223410, 0.040936, 0.599071, 0.450214, -0.028149, 0.325404, 0.047192, -0.426837, g
-0.288649, -0.021037, -0.397034, -0.092669, -0.100006, -0.489070, 0.216202, 0.187339, -0.090244, b
-0.041279, -0.193754, -0.063796, -0.198135, 0.139750, -0.107670, 0.276696, 0.094630, -0.271068, g
0.223557, 0.325040, 0.316816, -0.807049, -0.807089, -0.095916, 3.661684, 0.234824, 4.438163, b
0.333263, -0.024901, -0.098172, 0.636924, 0.038364, 0.245570, 0.020481, -0.000241, -0.335987, g
-3.735726, 0.083630, 0.324709, -5.270703, 0.698910, 0.891034, 0.292865, 0.019991, -0.381840, b
0.147071, 0.172629, 0.072360, -0.007614, 0.363497, 0.316869, -0.166115, -0.074984, 0.305087, g
-0.436626, 0.213917, -2.173273, -1.539055, -4.169965, 0.075679, -0.738065, 0.112768, -0.681532, b
-1.002470, 1.699657, 0.829046, -0.010671, -0.378910, -1.307815, 0.015844, -0.121621, 1.122537, g
0.238051, 0.781988, -0.611865, 0.368617, -0.050567, 0.557328, 0.177004, 0.043039, -0.554008, b
0.173503, 0.060853, -0.045842, -0.313168, 0.278361, 0.433094, -0.041229, -0.122193, -0.079479, g
0.419297, -1.824923, -1.098087, -0.145777, 1.781970, 0.075061, -0.772915, -0.126810, 6.747797, b
-0.046976, 0.028601, 0.202900, -0.017914, -0.166892, -0.072378, -0.016656, -0.135264, 0.377402, g
3.287912, -0.096919, -0.683917, 0.298969, 0.890608, 0.350091, -1.864616, -0.660873, 0.034104, b
0.291589, 0.195928, 0.164308, 0.544710, 0.111222, 0.151219, -0.046111, -0.124964, -0.119505, g
1.136002, 1.907893, -0.234395, 0.344707, -0.548870, -0.317040, -1.537486, -0.268798, -1.545780, b
0.175478, -0.056638, -0.129646, -0.019796, -0.164602, 0.023535, 0.210287, 0.014241, -0.062451, g
0.456172, -0.526097, 0.293315, 0.020131, -3.231542, -4.970354, -1.086346, -0.060378, 0.315691, b
-0.493100, 0.347628, 0.151297, 0.154436, -0.113590, 0.169145, -0.067606, -0.079465, 0.312308, g
-0.093695, -0.569224, -0.085460, 0.015015, -0.275388, -0.622196, 0.360909, 0.152820, -0.176331, b
0.152446, 0.429852, 0.188918, 0.219756, 0.066222, 0.353875, -0.340317, -0.053630, 0.009512, g
0.132122, 0.224081, 0.627268, -2.613912, -1.093893, 0.287085, 1.844596, 0.020409, 0.207229, b
0.504132, 0.234362, 0.210343, -0.217966, -0.016124, 0.205144, 0.002532, -0.062963, 0.471169, g
-2.468325, 0.820105, 0.026272, 0.402669, 4.604086, 2.853042, 0.667242, -0.470892, -0.010667, b
0.589295, 0.030846, 0.487848, 0.208382, -0.040519, 0.247221, -0.583678, -0.170746, 0.332927, g
-0.966533, -1.264672, -1.783716, -0.799440, -0.211462, -7.601702, 0.320105, 1.470508, -0.810305, b
0.109376, 0.210324, 0.001501, 0.145285, 0.239101, 0.090201, -0.209211, -0.078626, 0.113862, g
-1.422718, -1.080650, 9.469523, 0.271784, -0.741850, 1.359275, 1.415896, 0.307565, -1.381596, b
-2.551039, -0.113748, 0.365804, -0.370071, 0.333066, -0.687712, 0.743451, 0.159241, -0.420554, g
-0.279639, 1.251492, 0.504091, 0.903780, 0.676745, 0.358197, -0.117216, -0.185611, 0.543794, b
1.866335, 0.457148, -0.269334, 0.967129, -1.396451, -0.760438, -0.174992, 0.357410, 0.280293, g
2.974666, 0.575385, -3.652126, -0.267386, 0.125183, -0.144685, 0.276355, 0.474382, -0.055309, b
-0.244513, 0.177620, 0.181094, -0.595424, 0.036687, 0.499797, 0.309096, -0.075635, 0.179511, g
-0.378457, 0.859763, 0.607233, 0.468895, 0.644087, 1.279865, -1.676915, -0.069808, -0.530613, b
0.564259, -0.275873, -0.086401, 0.112028, -0.330173, -0.071394, 0.173793, 0.031666, 0.361096, g
0.123450, -0.012259, -0.570225, -1.079679, -1.059270, 0.078028, 0.667438, 0.841027, -1.678153, b
-0.137662, -0.078221, 0.474757, 0.024265, -0.103901, -0.363087, 0.281578, -0.016222, 0.006654, g
-0.300033, -0.612226, 0.020464, -1.521913, 0.495277, 0.294510, 1.179072, 0.790265, -1.226355, b
0.444321, -0.109086, -0.116041, -0.474348, 0.037576, 0.118965, 0.203608, 0.052948, -0.885007, g
1.395985, -0.388516, -2.022193, 0.495347, 0.790483, -0.988984, 0.607403, 0.114758, -3.484431, b
-0.003937, -0.198159, -0.273875, -0.075435, -0.508757, 0.075857, 0.373105, 0.151439, -0.385303, g
-0.905333, 0.687638, -3.385912, 1.343913, 0.543528, 0.213548, 2.256820, -0.346504, -0.992723, b
-0.019936, -0.039124, 0.174545, 0.082686, 0.038044, 0.398145, -0.552746, -0.115387, 0.142282, g
-0.125504, -0.606606, -0.956979, 0.865217, 1.170910, 0.506025, -1.830994, -0.490038, -0.627816, b
-0.127974, -0.056240, -0.072421, -0.113599, -0.126866, 0.133081, 0.039071, -0.071855, 0.300015, g
-1.482120, 0.007554, 0.258990, 12.139858, 0.319866, -1.114225, 0.803306, 0.175740, -1.670989, b
-0.317564, 0.108812, 0.017616, 0.061595, 0.043867, 0.095314, -0.092698, -0.123369, 0.429469, g
-12.724760, -0.099034, 0.269429, 0.150243, -0.299187, -0.074855, -0.280035, 0.508251, -0.298436, b
-0.541995, 0.047137, 0.008476, 0.226701, 0.269471, -0.691329, -0.164419, 0.133343, 0.505668, g
-1.401369, -0.418014, -0.053338, 0.296347, -0.311918, -1.276084, 0.077983, -0.156186, 0.000379, b
0.075273, 0.475153, 0.554922, 0.364896, 0.383271, 0.666392, -0.461431, -0.500802, 0.407526, g
0.192831, 1.173109, 0.254920, -0.852556, -0.367895, 1.124539, -0.571852, -0.775014, 1.660570, b
-0.249910, 0.278500, -0.627054, -0.647973, -0.096017, 0.116142, -0.024913, -0.090375, 0.428802, g
-2.065479, 2.511594, 0.856697, -0.919133, 0.005237, 1.183075, -0.944972, -0.272388, -0.502273, b
0.301699, 0.739352, 0.497835, -0.258911, -0.364855, -0.151486, -1.506792, -0.244590, 0.112114, g
0.080176, 1.007928, 0.187555, -0.759010, -0.761019, -0.069423, 1.714720, 0.158347, -1.314387, b
0.134236, 0.206534, -0.042106, 0.211756, 0.269423, 0.101375, -0.061429, -0.078737, 0.117246, g
0.158521, 0.385385, 0.777783, -0.414915, 1.251150, -0.071200, -0.203438, -0.737700, 0.131640, b
0.095080, -0.145945, 0.053153, -0.104477, -0.011668, -0.021974, -0.140363, -0.027424, 0.013900, g
-1.073171, -0.915122, 0.845806, -2.023160, -1.820247, -0.884828, 5.522675, 1.374621, -0.643295, b
0.115547, -0.051757, 0.054359, -0.067768, -0.100019, 0.181333, -0.380606, -0.117206, 0.265496, g
0.285257, -0.444055, 0.273772, 0.618731, 1.159945, -0.030419, -0.208225, -0.445335, 2.392746, b
0.081515, -0.160679, 0.182123, -0.014690, 0.219225, 0.053440, -0.229705, -0.012816, 0.161935, g
-2.904521, -0.381407, -0.459195, 0.725649, -0.154326, -0.204121, 0.197147, 0.037752, 0.705209, b
0.373166, -0.018404, 0.032405, -0.093117, -0.002225, 0.115125, -0.393342, -0.114201, 0.298382, g
-0.338351, 0.361430, -0.157402, -4.314029, 0.747600, -0.199149, 0.229646, -0.130648, 0.388858, b
0.110628, 0.035846, 0.084496, -0.179101, -0.058038, 0.062859, -0.163074, -0.083200, 0.287029, g
1.249998, 2.352870, 0.663566, 0.168976, 1.752503, -0.244231, 0.627051, 0.529729, -1.445834, b
-0.004489, -0.065600, 0.056153, 0.056846, -0.087533, 0.020022, -0.071785, -0.013008, 0.052537, g
-0.558771, 0.781824, -0.828779, 1.059015, -0.178617, 0.403330, 0.970361, 0.545725, -0.505575, b
0.678345, 0.197859, 0.557245, 1.819684, 0.184949, 0.703956, -0.218780, -0.357243, -0.135336, g
-0.101956, 1.049560, -0.731966, 0.364240, -0.632307, 1.279994, 0.273478, 0.182234, -0.438431, b
0.054385, -0.047267, -0.051190, 0.048720, 0.143156, -0.069444, -0.032510, -0.010310, -0.079785, g
3.044393, 0.860442, 0.158356, -0.651152, -0.514210, -2.231338, 6.324689, 0.971159, -1.956255, b
-0.087880, -0.204218, -0.683497, -0.006249, -0.173392, -0.121792, 0.354083, 0.067565, -0.143485, g
0.177032, 0.537433, 0.250648, -0.383667, -1.005526, 0.401499, -0.252874, 0.043673, 0.326411, b
0.011667, 0.127250, 0.013178, -0.880903, -0.472124, -0.700932, -0.384139, 0.225152, -0.411687, g
-0.037938, -0.038425, -0.495748, 0.035965, -0.197181, 0.067723, -0.332940, 0.108806, 0.024979, b
-0.204151, 0.065097, 0.052040, -0.126643, 0.222384, -0.255609, 0.024994, 0.023718, 0.120853, g
0.302992, -0.429180, -0.183817, -0.179236, -0.049680, -0.250595, -0.016165, 0.066039, -0.491117, b
0.036669, 0.234418, -0.122877, -0.053027, -0.077586, -0.024190, -0.031530, -0.066894, 0.053934, g
0.383885, -0.690746, -0.145285, 0.284622, 0.000221, -1.802528, 1.694626, 0.327834, 0.862145, b
-0.109770, -0.001552, -0.088398, 0.203767, -0.059344, 0.080271, -0.106506, -0.012534, -0.041579, g
-1.582129, 0.235637, -0.630358, 1.207484, 0.344749, 0.028112, 1.376142, 0.134645, -1.069421, b
-0.061020, 0.035236, 0.009406, 0.143215, 0.045233, 0.038601, -0.103445, -0.010010, 0.033687, g
0.511987, -0.566913, 0.915230, -0.413562, 2.053587, 0.807501, -2.104930, -0.599728, -0.377512, b
0.042235, 0.153161, 0.094360, 0.044122, 0.171002, -0.016232, 0.059691, -0.038288, 0.008880, g
1.562296, 3.632062, -1.050235, -1.425257, 0.109089, -0.092591, -0.689478, 0.108247, -0.288345, b
