@relation Ionosphere-7



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute RESULT {g, b} 



@data
-0.496129, -0.636026, -1.536904, -0.957618, 1.560898, -2.173408, 0.244848, b
-0.231604, -0.376854, 0.701296, -0.950258, -0.549753, -0.513216, -0.731601, g
0.075319, -0.817976, 3.037040, -0.130092, -0.789645, -0.427712, 0.003285, b
0.004352, 0.026693, -0.101242, 0.089140, 0.164333, 0.028853, -0.031194, g
-0.254439, -0.936425, 6.476119, -1.006568, 0.807313, 0.762664, 0.587836, b
-0.046115, 0.020054, -0.201946, -0.022085, 0.222396, -0.153108, -0.093543, g
0.205931, -0.561149, -0.580582, 0.225056, 0.425108, -0.746537, 0.732525, b
-0.089115, -0.070792, -0.277799, -0.326383, 0.112820, -0.301757, -0.379960, g
-0.018315, -0.173263, -0.581014, 2.568745, 0.990126, 0.348798, -0.528914, b
-0.035102, -0.215410, -0.602986, -0.692796, -1.031226, -0.237947, -0.347120, g
0.311594, 0.434664, 0.157062, 6.241204, 0.109430, -0.236740, -0.191775, b
-0.045003, -0.256677, -0.204628, 0.028962, 0.317273, -0.195766, 0.147357, g
-0.473542, 1.456651, -5.107036, -0.881137, 0.441137, 0.706497, 0.090602, b
-0.027737, -0.143092, -0.153795, 0.038006, 0.202605, 0.018694, 0.052866, g
-0.151015, -0.430058, 0.148832, -0.527963, 0.653538, -0.799517, 2.018784, b
-0.026666, 0.029832, -0.215716, 0.095597, 0.111950, -0.115184, -0.144825, g
-0.027372, -2.731189, -0.231829, 1.409942, 1.364548, 0.042607, 0.440980, b
-0.010155, 0.196723, -0.163592, 0.116561, 0.239282, -0.021060, -0.078740, g
0.455782, 0.711216, 0.338013, 0.435270, -0.493494, -0.330959, 0.087274, b
-0.113019, -0.409689, -0.127078, -0.251011, -0.492385, -0.217058, 0.310159, g
0.027974, -0.161203, -0.146749, -0.208495, 1.854039, 1.755359, 0.144833, b
-0.027567, -0.073120, -0.276892, 0.231250, 0.131516, -0.087458, 0.066060, g
0.001687, 1.677517, 1.599389, 0.593231, 2.615811, 0.440840, -1.883195, b
0.284110, -0.120647, 1.123801, 0.938245, 0.129237, -0.610144, 0.073975, g
0.020714, 0.114469, 0.683573, 0.106428, -1.065610, -0.189281, -0.310017, b
-0.004058, 0.145799, -0.129901, 0.018227, 0.154994, -0.106235, -0.142103, g
-0.089396, -1.509735, 0.239663, 1.294596, 3.584996, 1.401438, -0.533281, b
-0.042726, 0.051438, -0.152429, 0.007688, 0.190514, -0.137344, -0.129120, g
-0.048286, -2.427533, 0.000874, 0.100747, 0.542903, -0.518363, -0.713585, b
-0.088558, -0.048143, -0.326539, -0.165969, 0.287905, -0.390973, -0.202880, g
0.438049, 1.462735, 1.626111, 2.296191, 1.348932, 4.139733, 0.036260, b
-0.030608, 0.085356, -0.797149, 0.013969, 0.224120, -0.181875, -0.647733, g
0.170083, -0.395754, -0.265533, 0.712851, -0.756613, -0.948240, -0.454606, b
0.050912, 0.036781, -0.119577, 0.671371, 0.375690, 0.230113, 0.018335, g
0.384302, 0.395780, 1.804153, 0.180030, -1.088448, -0.007096, -0.466911, b
-0.149201, 0.594376, -1.177238, -0.480678, 0.064351, -0.249997, -0.468990, g
0.327093, -0.015567, -0.188524, 0.611933, 0.036342, -0.012450, -0.630171, b
-0.020646, 0.168304, -0.092741, -0.128969, 0.016105, -0.414602, -0.328686, g
0.064549, 0.191177, 0.244545, -0.551171, 1.049999, -0.610985, -0.237456, b
-0.065449, -0.095179, -0.177821, -0.224582, 0.222856, -0.349006, -0.265164, g
0.047939, 0.072458, 2.189772, -0.332679, 1.107068, 0.424256, -0.254545, b
-0.044117, 0.093346, -0.170891, -0.217812, 0.213559, -0.217881, -0.293395, g
-0.228708, -0.939024, 0.062691, 2.397630, 0.054868, -0.291221, 0.865391, b
-0.042353, 0.058216, -0.148328, -0.128378, 0.074558, -0.155502, -0.286213, g
-0.098823, 0.886568, 1.078843, 1.041541, 0.880206, 2.898685, -0.455346, b
-0.070875, 0.081138, -0.207123, -0.522444, 0.494105, -1.471120, 0.591857, g
0.121690, 0.120749, 1.886815, -0.144357, 0.997771, -0.141582, 4.146889, b
-0.092211, 0.153199, 0.090760, 0.303229, -0.114459, -1.246881, 0.742233, g
0.365821, 0.852712, 1.012650, 2.119283, -1.124252, -0.003439, 0.191562, b
-0.090272, -0.112693, -0.224292, -0.411191, 0.076518, -0.299530, -0.401793, g
-0.049426, -0.370322, 0.388634, -0.228692, -1.281284, -0.258435, 0.681078, b
-0.040352, 0.445689, -0.019827, -0.189629, 0.090412, 0.333963, -0.188237, g
0.091929, -0.048501, 0.260233, 0.354046, -0.860368, 1.149807, 0.413495, b
-0.004510, 0.280022, 0.153736, -0.033697, -0.050983, -0.044302, -0.122373, g
0.145689, 0.582878, -0.144606, -0.614283, 0.089956, 0.503707, 0.259013, b
0.013022, 0.036941, -0.244054, -0.366979, 0.115546, -0.240875, -0.036164, g
0.230060, 0.555402, 0.205434, -0.765061, -0.672894, -0.055088, -0.214260, b
-0.007694, 0.140436, -0.138546, 0.005577, 0.159952, -0.482633, -0.347664, g
0.058397, 0.413073, 0.964261, 0.007480, 0.051893, -0.008089, 0.441890, b
-0.007934, 0.079574, -0.171350, -0.233976, 0.897291, 0.754541, -0.259709, g
-0.338125, -0.131852, -0.486540, 1.438908, -0.184231, -0.359537, 0.379399, b
-0.252108, 0.027804, -0.533400, -0.237556, -0.086868, -0.413784, 0.159389, g
0.169306, -0.663705, -0.751151, -0.378342, -0.026158, 1.706081, -1.856956, b
-0.047076, -0.134280, -0.114728, -0.165992, 0.246482, -0.010892, -0.027391, g
-0.043261, -0.248958, -0.082723, -0.158562, 0.269161, 0.079464, 0.056325, g
0.041365, 4.604893, 0.849631, -0.165728, -0.150084, -0.135997, 3.131739, b
-0.013557, -0.094596, -0.373058, 0.036722, 0.101258, 0.086104, -0.117036, g
-0.103753, 1.012313, -1.064832, -4.593141, 0.241696, -1.074032, 2.592406, b
-0.028753, 0.008543, -0.120630, -0.038989, 0.226139, -0.060889, 0.047526, g
-0.080448, 0.456493, -0.501600, -0.288868, -0.613404, 0.430169, 0.335798, b
-0.051117, -0.079463, -0.124431, -0.586422, 0.280670, 0.222057, 0.082290, g
0.121302, -2.275114, 0.424843, 0.674875, -0.384510, 0.575910, 0.868266, b
0.092028, -0.440847, 0.486172, -0.381867, -0.476876, 0.508846, 0.403546, g
-0.002139, -2.115633, -0.881164, 0.982071, 0.088259, -0.207089, -0.554180, b
0.014557, 0.085209, 0.071814, -0.071824, 0.098174, -0.101798, 0.073196, g
-0.031856, -1.182778, -0.973043, 0.033618, -0.488160, -0.220344, -1.215289, b
0.061289, 0.358650, 0.529253, -0.952553, -0.271312, 0.044609, -0.489355, g
-0.037960, 0.217966, -0.303771, -1.076238, -0.882355, 0.570291, -0.351098, b
-0.035470, -0.015507, -0.114200, 0.071547, 0.183741, 0.102281, 0.009315, g
-0.084049, -1.818017, -1.248944, -0.682459, 0.145152, 0.606153, -0.355975, b
-0.029045, -0.213092, -0.044306, 0.147004, 0.192825, 0.310061, 0.253015, g
-0.143576, 0.074540, -0.818728, -0.579587, 1.704745, -0.243110, 0.411817, b
0.018442, 0.136265, 0.334669, 0.146646, -0.046756, -0.004881, 0.423556, g
0.212164, -0.490039, 0.258677, 0.253725, 0.526949, -0.098217, -0.083411, b
0.014251, 0.206191, 0.183963, -0.143684, 0.253453, -0.064567, -0.217832, g
-0.103329, -1.458647, -0.821197, 0.540139, -0.010006, -0.959694, -0.615454, b
-0.048432, -0.041111, -0.181423, 0.010561, 0.163653, 0.239673, -0.394839, g
0.181142, 0.112549, 0.204754, -0.009619, 0.110222, -0.499556, -0.386513, b
-0.178746, 0.607762, -0.459642, -1.328056, -0.184061, -1.155706, -0.528631, g
0.349812, 0.350661, 0.116078, -0.534161, 0.708052, 0.563019, -1.189820, b
-0.006520, 0.299178, 0.072512, 0.043257, -0.148273, -0.142132, -0.026995, g
-0.038882, -1.049266, 0.349442, -0.136775, -1.733618, -2.030739, -0.269359, b
-0.048259, -0.662253, 0.062269, 0.618581, 0.645450, -0.491122, 0.335285, g
-0.185911, -1.200336, -0.073081, 0.286152, 0.049276, -0.392719, -0.479232, b
-0.024189, 0.014138, -0.148048, 0.079796, 0.170981, -0.082136, -0.068791, g
-0.328144, -0.988765, -0.176039, 0.699604, -0.647718, -1.613753, -1.804639, b
-0.019705, 0.005046, -0.129015, 0.015563, 0.105409, -0.037846, -0.071880, g
-0.086215, 0.015913, -0.242792, 0.487278, -0.552089, -0.558176, -1.532531, b
0.009939, -0.401116, -0.029773, -0.580584, -0.274041, 0.132892, 0.443677, g
-0.448067, -2.581015, -0.999703, -0.596777, 0.916766, 0.449556, -1.404733, b
0.001200, 0.036782, -0.420033, 0.036227, 0.027128, -0.075043, -0.268637, g
-0.086429, -0.875694, -1.728584, -0.266472, 0.787372, 0.409763, -0.688274, b
-0.060200, -0.250247, -0.112076, 0.053455, -0.061530, -0.039070, -0.034643, g
0.370674, 0.321736, -0.209048, -0.214943, 0.087026, -0.342010, -2.860337, b
-0.016325, -0.114836, -0.566754, -0.106862, 0.218439, -0.640626, -0.251170, g
0.080980, 0.497035, -0.253717, 0.361276, 0.006746, -0.546315, 0.221234, b
0.134102, -0.106617, 0.307326, -0.144984, 0.492266, 0.247787, 0.500328, g
-0.142356, -0.022924, 2.427649, -0.523637, 0.553067, -0.682891, 0.298825, b
-0.017058, -0.028385, -0.092951, 0.008105, 0.172871, 0.014898, 0.036434, g
-0.266172, -1.190095, -0.661352, -2.357592, -0.555144, -0.344287, -0.566696, b
0.068357, 0.161337, 0.431965, -0.314794, -0.094616, 0.211051, 0.001825, g
0.051395, 0.063611, -0.011598, 0.064749, -0.021294, -0.210205, -0.110550, b
0.022321, 0.185864, 0.071912, 0.275760, -0.180859, -0.332216, 0.119659, g
0.100549, 0.758586, -0.405456, 0.623051, 0.082389, -0.805730, 0.148772, b
-0.023988, 0.038112, -0.197731, -0.067219, 0.038356, -0.072197, -0.164749, g
-0.104865, 0.262573, 0.398913, -1.138977, -0.239229, -0.364304, -0.975813, b
-0.033719, 0.049225, -0.202224, -0.039338, 0.072111, -0.043463, -0.120028, g
0.124543, -0.167431, -1.128505, 0.351859, -0.107055, 0.316993, -0.216279, b
0.006032, 0.192446, -0.292378, -0.004416, 0.286861, -0.072108, -0.027903, g
0.059391, 0.388667, 0.322998, -0.131208, -0.046523, -0.085131, -0.140390, b
-0.010112, -0.250409, -0.021306, 0.033176, 0.019704, 0.099523, 0.160224, g
0.084312, 0.297315, 0.511043, 0.043268, -0.117580, -0.050499, 0.393727, b
-0.022174, 0.079288, -0.203578, -0.071695, 0.087384, -0.057106, -0.066808, g
0.109654, 0.413413, 0.352843, -0.014404, 0.061477, 0.064614, 0.117020, b
0.048049, 0.205800, -0.301323, 0.114187, -0.227505, 0.074197, -0.274893, g
0.086472, 0.296050, 0.146724, -0.023149, -0.222125, -0.255454, 0.360509, b
0.054264, -0.003147, 0.307441, -0.253487, -0.186852, 0.232479, 0.195959, g
0.115739, 0.394211, 0.392186, 0.059796, -0.124598, 0.130656, 0.165866, b
0.040975, 0.020714, -0.133140, 0.080245, 0.014788, 0.148647, -0.116467, g
0.309706, 0.101644, 7.239980, 0.743902, -0.369385, -3.668049, -0.523142, b
0.028101, 0.112784, 0.126632, -0.186277, 0.219456, 0.073782, 0.152031, g
-0.085094, -0.268313, 0.513201, 1.114156, -1.004153, 1.065604, -0.075135, b
-0.020631, -0.006967, 0.216061, -0.111117, -0.009603, -0.615496, -0.167103, g
-0.184799, 1.590620, -0.970124, 0.133176, 6.373606, 0.523455, -0.219187, b
-0.175434, -1.011792, -0.287401, -0.602218, 0.919871, -1.468378, 0.547679, g
0.086665, 0.691851, 0.232403, 0.152495, -0.449796, 0.716654, 0.109142, b
-0.115402, 0.075831, -0.353220, -0.724342, 0.629142, -0.280571, -0.728834, g
0.169075, 0.917893, -1.558159, 9.590094, -0.332563, -2.772316, -0.091555, b
-0.087723, -0.257935, 0.082971, 0.572355, 0.744556, 0.072459, -0.254182, g
-0.315426, 1.169199, 0.733087, -1.849194, -3.255195, -0.441774, -1.177620, b
-0.050598, -0.173514, -0.181472, 0.478667, 0.391168, 0.397809, -0.135971, g
-0.097538, 0.162178, 1.086090, -0.407349, 0.731120, 1.472064, -0.347795, b
-0.000388, 0.131321, -0.210833, 0.144935, -0.078633, 0.118494, -0.095626, g
-0.502350, -0.711813, -0.811841, -5.279639, 1.114719, -1.713686, 0.503265, b
-0.045233, -0.134678, -0.044483, 0.175773, 0.356818, -0.275826, 0.301514, g
0.077657, 0.016756, 0.491061, 0.134541, 0.315938, 0.444258, 0.134158, b
0.026536, -0.117284, 0.177735, 0.276051, 0.093210, 0.001720, 0.018486, g
-0.124396, -0.519976, 0.908516, -0.284633, 0.594816, -0.720382, -0.288353, b
-0.040969, -0.156772, -0.655701, 0.214659, 0.364387, -0.237070, -0.612094, g
-0.341145, -0.104779, -6.299417, 1.075683, -1.223729, 0.231854, 0.959362, b
-0.086005, -0.454272, -0.511362, -0.071598, 0.382005, -0.080889, -0.404899, g
0.694384, 1.034609, 1.485315, -0.108931, -1.206373, 0.628011, 1.758248, b
-0.042844, 0.004246, -0.040017, -0.268671, 0.060657, -0.314440, -0.089342, g
0.344491, -9.120455, 0.866168, -0.217499, -0.945931, 0.704807, 1.045504, b
0.058608, -0.632698, -0.551871, 1.979780, 0.493919, 1.279385, 0.950003, g
0.073089, -0.087338, 2.282258, -1.141627, -6.450151, -0.416895, 1.445389, b
0.304349, 0.253636, 0.758914, 0.819677, 0.589126, -0.265316, -0.887153, g
0.307444, 3.635628, -1.397439, 0.818990, -0.621286, 0.189517, -0.910773, b
-0.036133, -0.078878, 0.441656, -0.048352, 0.182213, -0.034475, -0.285460, g
0.090178, -0.438375, -0.906650, -0.039039, -0.646445, 0.325917, -0.077457, b
0.006180, 0.093962, -0.171727, 0.164869, 0.700380, -0.282961, -0.522497, g
0.872082, 0.759572, 8.388852, 1.069937, -0.642168, 1.568760, -0.741766, b
-0.054560, -0.608877, -0.497243, 0.384409, 0.377542, 0.118710, 0.300833, g
0.529661, 0.058989, 1.018684, -0.138143, -0.045909, 0.685136, -1.084329, b
0.008610, 0.094597, -0.188475, -0.481579, -0.232999, 0.808206, -0.772365, g
-0.004179, 1.850650, 1.131108, -3.656543, -0.882054, 2.938838, -0.771093, b
0.083878, 0.264656, -0.126963, 0.330468, 0.356692, 0.466990, -0.021070, g
-0.459614, 2.937184, -2.020730, -0.825314, 1.201593, 1.006821, 0.909716, b
-0.046495, -0.135383, 0.012867, -0.147531, 0.316898, -0.200454, -0.053110, g
-0.210744, 1.076343, -0.478665, 1.369472, -0.611807, 1.264913, 0.640715, b
-0.056448, 0.055592, -0.055141, 0.251193, 0.417196, -0.138137, -0.104482, g
0.446753, -0.185318, -0.348339, 1.277079, -0.509902, 1.329691, 9.752556, b
-0.105934, -0.021389, -0.375708, -0.205252, 0.270390, -0.494708, 0.110823, g
0.226609, -0.290841, 0.271810, 0.231198, -0.510062, -0.376417, 9.697308, b
0.078335, -0.037076, -0.027483, 0.058928, -0.215275, -0.837589, 0.237420, g
-0.211716, -0.012167, 0.787390, -1.439274, 0.156329, -0.086567, 1.647199, b
-0.320693, -0.514464, -1.083247, 0.172908, 0.367219, -0.164359, 0.203540, g
-0.571630, -0.376886, -0.604141, -0.855803, 0.553159, -1.062296, -1.657676, b
-0.082768, 0.675956, -0.109929, 0.061683, 0.302529, -0.141081, -0.244327, g
-0.116990, -0.935169, 0.484811, 0.159680, 0.746929, 0.388871, 0.493533, b
-0.161192, -0.486825, -0.801168, -0.072498, 0.650871, -0.100350, -0.432744, g
0.079725, -0.106506, -0.351067, -0.016567, -1.902902, 2.431928, 0.076959, b
-0.044005, 0.058506, -0.065181, -0.218859, 0.056010, -0.305848, -0.062727, g
-0.471020, -0.718344, 1.268071, -0.281283, -1.118073, 0.440995, 0.191461, b
-0.030119, -0.057947, -0.092118, -0.130321, 0.164639, -0.077865, -0.148234, g
0.721043, -1.056146, 0.759326, 1.233997, 0.480990, 1.782737, -0.325002, b
-0.079006, -0.020475, -0.127799, -0.152038, 0.240326, -0.316821, -0.162624, g
-0.343169, -0.409831, -0.198708, -0.514893, 0.657039, -3.662390, 1.461026, b
-0.000594, -0.109333, -0.141169, -0.271255, -0.166341, -0.223909, -0.106710, g
-0.050872, 0.381550, -0.282665, -0.526952, 0.080505, -0.527321, 4.090559, b
-0.074767, 0.010552, -0.171350, -0.208919, 0.184832, -0.300687, -0.379288, g
-0.183208, 0.025332, -0.238537, 2.224191, -0.451595, 0.352854, -0.984163, b
-0.072489, -0.063385, -0.203738, -0.238501, 0.272251, -0.354118, -0.236515, g
0.565752, -0.237740, 0.337744, 0.425854, -3.064272, 2.478592, -0.430584, b
-0.011907, -0.066887, -0.018086, -0.073134, 0.147927, -0.139301, -0.018067, g
0.463149, 0.947328, 1.122089, 0.303338, -0.544270, -0.298536, 0.950017, b
-0.148963, -0.575315, -0.276923, 0.373499, 0.520235, 0.465806, 0.500035, g
0.253778, 0.927209, 0.966406, 0.593857, -0.286188, 1.003139, -0.117514, b
-0.017821, 0.036593, -0.241657, -0.043390, 0.060807, 0.014865, -0.138581, g
0.343771, -0.288368, 0.759522, -2.754726, -0.383805, 0.715819, -1.364102, b
0.011597, 0.637990, 0.024276, 0.007468, 0.401197, 0.180121, -0.047851, g
0.090115, -0.112807, 0.486163, 0.631493, -0.433834, 0.010089, -0.074917, b
0.134472, -0.039176, 0.393566, 0.256741, 0.124237, 0.511147, -0.389872, g
0.093314, 0.559555, 0.204241, 0.059415, 0.079669, -0.239733, -0.014182, b
-0.004094, -0.048898, -0.171600, -0.210064, -0.137465, -0.204178, -0.068369, g
0.023144, 0.110702, 0.003688, -0.038589, 0.001488, 0.520233, -0.280234, b
-0.062098, 0.107692, -0.362399, -0.024447, 0.158158, 0.040444, -0.109969, g
0.122310, -0.039972, 0.163522, 0.763215, 0.050905, -0.686866, 0.414434, b
0.000769, 0.104680, 0.014730, 0.032316, 0.207979, 0.049206, 0.082514, g
0.000413, 0.718425, -0.456824, -1.926184, -0.334890, -0.183486, 3.071698, b
-0.003536, -0.001832, -0.151575, 0.034574, 0.167468, -0.086013, 0.009523, g
-0.395603, -0.885925, -2.739265, -0.632978, -1.585911, 0.115217, -0.586221, b
-0.034840, -0.102660, -0.297295, -0.013571, 0.082639, -0.066553, -0.126872, g
0.153927, 1.327853, 1.069484, -1.932052, -1.172938, 0.322076, -3.199346, b
0.017499, -0.027479, 0.045693, -0.088774, 0.211288, 0.411055, 0.149796, g
-0.080448, 0.456493, -0.501600, -0.288868, -0.613404, 0.430169, 0.335798, b
-0.054433, 0.312956, 0.048177, -0.198388, -0.045082, -0.028142, -0.598339, g
0.501123, -0.763625, 0.709630, 1.350433, -1.113770, 1.434623, 0.144131, b
-0.000676, 0.117474, 0.003787, -0.078525, 0.023342, -0.062783, -0.249887, g
-0.041665, -1.355824, -1.197513, 0.617281, 0.495294, -0.205762, -0.689484, b
-0.033040, -0.006068, -0.005124, -0.133941, 0.069339, -0.343676, -0.174870, g
-0.018599, 0.237583, -0.488994, -0.344798, -0.660379, 0.355458, 0.998649, g
-0.093321, -0.111776, -0.066007, -0.260627, 0.271828, -0.582687, -0.046384, g
-0.058529, 0.066116, -0.093375, 0.033094, 0.218967, -0.044783, 0.074061, g
0.015255, 0.065060, 0.061771, 0.039381, -0.005225, -0.069884, -0.291368, g
-0.006725, -0.176502, -0.077390, 0.275856, -0.091470, -0.117393, 0.099945, g
-0.035328, 0.062672, -0.233484, 0.095448, 0.091514, 0.020596, 0.054929, g
0.032354, 0.289806, 0.385656, -0.135161, 0.165121, -0.049499, 0.018446, g
-0.066121, -0.169996, -0.231830, -0.176312, 0.242374, -0.273620, -0.154187, g
-0.065069, -0.204814, -0.143259, -0.309077, 0.024924, -0.182117, -0.314899, g
-0.039397, -0.100657, -0.107666, -0.134236, 0.111213, -0.024966, -0.124594, g
-0.091144, -0.118229, -0.134838, -0.236866, 0.233210, -0.232042, -0.119192, g
-0.061646, -0.217645, -0.156618, -0.110883, 0.239474, -0.177229, -0.031987, g
0.009025, 0.115142, 0.074826, 0.028506, -0.005014, 0.135985, -0.474556, g
0.090480, 0.506935, 0.311058, 0.129462, 0.058700, -0.230494, -0.002486, g
-0.133893, -0.226973, -0.148629, -0.440619, 0.429937, 0.802403, -0.132459, g
0.053326, -0.295453, 0.518907, -0.020332, 0.192336, -0.133916, 0.193004, g
-0.030473, -0.078842, -0.268270, 0.072307, 0.002148, -0.152387, -0.035655, g
-0.050908, 0.679567, -0.047982, -0.439833, 0.035959, 0.402005, -0.466584, g
0.071376, 0.152972, 0.472473, 0.014300, 0.331905, 0.732165, -0.044662, g
-0.029574, -0.208085, -0.206254, 0.023863, -0.006059, -0.072789, -0.111577, g
0.021459, 0.555337, 0.099227, 0.202875, 0.237108, 0.041987, -0.216630, g
-0.050386, -0.280851, -0.256669, 0.059705, -0.092597, -0.350008, 0.366858, g
0.045690, -0.006970, 0.092455, -0.016408, -0.116048, -0.427622, 0.219397, g
-0.000959, 0.143678, -0.080544, 0.086433, 0.047824, 0.180336, -0.153509, g
-0.061423, -0.335357, -0.212915, -0.168959, 0.199127, -0.207800, -0.049555, g
-0.069170, -0.100800, -0.194065, -0.150187, 0.223084, -0.070083, -0.213581, g
-0.053455, -0.213190, -0.109605, -0.065381, 0.119573, 0.153414, -0.068367, g
-0.027233, -0.010433, 0.048493, -0.031307, -0.039621, 0.101130, -0.187061, g
-0.012197, 0.045137, -0.145315, 0.043419, 0.132803, 0.234902, -0.094907, g
-0.057447, -0.885885, -0.261244, -0.068965, 0.597382, -0.410174, 0.583449, g
0.024018, 0.350197, 0.048213, -0.017771, 0.100494, -0.041585, 0.018811, g
0.023828, 0.375775, 0.123619, -0.291081, -0.242912, 0.067848, 0.118424, g
-0.015655, -0.816968, 0.115756, -0.293825, -0.031380, 0.022955, 0.462695, g
-0.000798, -0.195106, -0.086914, 0.020771, 0.088662, -0.039747, -0.054271, g
-0.045922, -0.084576, -0.086735, -0.011394, 0.020966, 0.360373, -0.037592, g
-0.060607, 0.044447, -0.440100, -0.007941, 0.162079, -0.425486, -0.249996, g
0.024072, 0.252484, -0.366911, -0.500128, 0.091920, 0.073392, 0.082741, g
0.055273, -0.061750, 0.283114, 0.410551, 0.056765, 0.496882, 0.026975, g
0.067206, 0.418587, 0.102179, -0.000480, 0.137031, 0.232078, 0.080854, g
0.042703, -0.057409, 0.177962, -0.080603, 0.097856, 0.116114, 0.377641, g
0.028611, 0.117343, 0.073308, 0.018064, 0.279646, 0.279777, 0.104195, g
0.000440, -0.158448, -0.148408, 0.168577, 0.165616, -0.078708, 0.033936, g
-0.013876, 0.017332, -0.099491, -0.202678, 0.104849, 0.345945, -0.204398, g
0.009394, -0.086643, -0.136754, 0.197790, 0.062430, 0.408464, 0.124758, g
-0.025479, 0.157940, 0.142052, 0.064886, -0.157529, -0.299069, -0.222381, g
-0.010496, 0.056060, -0.220865, -0.136652, 0.001124, 0.166707, -0.223978, g
0.004855, 0.020858, -0.192004, 0.054822, 0.105868, 0.274526, -0.137158, g
0.038438, 0.136368, -0.042807, 0.161013, 0.129192, 0.179496, -0.150413, g
-0.016666, 0.005765, -0.119422, -0.015828, 0.104381, 0.139818, -0.099646, g
-0.021518, 0.024272, -0.169173, -0.009832, 0.164937, 0.004184, -0.044243, g
0.015177, -0.030743, -0.062276, -0.041781, -0.104673, 0.366925, -0.194054, g
-0.005733, 0.025684, -0.525880, -0.071232, -0.100670, -0.772891, -0.281552, g
-0.107909, 0.569325, -0.106844, -0.136595, 0.171666, 0.304147, -0.155117, g
-0.005632, 0.144598, -0.217983, 1.446660, -0.317648, -0.824222, -0.008249, g
-0.008399, -0.152673, -0.137663, 0.513077, 0.144039, -0.009983, -0.017304, g
-0.002926, 0.098669, -0.231604, 0.022727, -0.029836, 0.029967, -0.402915, g
0.001785, 0.044017, -0.216047, 0.003281, 0.107355, 0.171723, -0.175948, g
0.047078, 0.188429, 0.225623, 0.054419, 0.010899, 0.094909, -0.108120, g
0.006901, -0.028067, 0.012378, 0.212528, 0.207127, 0.032981, 0.046718, g
0.076615, 0.000233, 0.571643, -0.222852, 0.221560, 0.555422, -0.023023, g
-0.010593, 0.087717, -0.140512, -0.082982, 0.088565, -0.001023, -0.242710, g
-0.005679, 0.096972, -0.133289, -0.055126, 0.061552, -0.049876, -0.301798, g
