@relation Ionosphere-pca-7



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute RESULT {g, b} 



@data
0.618493, -2.403960, 0.360906, 0.233453, 0.204457, 0.037128, -0.002435, g
-1.656440, 1.310134, -0.352847, -0.624556, 0.700946, 2.831363, 0.739810, b
-0.051828, -1.791214, 0.419054, 0.260067, 0.156674, -0.022205, 0.254804, g
1.742243, 0.403340, -1.099312, -0.683685, 1.004895, 0.244804, 0.737745, b
1.600347, 1.689103, -0.480272, -1.106691, -0.094652, -0.269569, 0.024666, g
-2.116628, 0.484299, -0.513371, -0.820876, -0.866413, 0.433862, 1.187600, b
1.927466, 1.058788, -0.021310, -0.681104, -0.113743, -0.154021, -0.024112, g
-0.756693, 0.869389, -0.683620, 0.838077, 0.206749, -1.696097, -1.289368, b
1.850311, 0.508667, 0.119164, -0.410246, -0.061365, -0.096610, -0.021907, g
-1.531437, -0.075635, -1.174634, 0.440470, -0.271152, 1.000251, 0.052776, b
1.623124, 0.107425, -0.028850, -0.280839, 0.075068, 0.135857, -0.179496, g
-0.661143, 0.143286, 0.008779, -0.185717, -1.821633, -0.260951, 0.352922, b
-2.853098, 2.080851, 3.079372, -0.584208, -0.151427, 0.017417, -0.344814, g
-1.243527, 0.207429, -1.682814, 0.386340, 2.947604, 2.832471, -2.189021, b
1.983472, 0.950681, 0.160676, -0.511165, -0.226609, -0.147026, -0.074056, g
-4.094835, 0.816308, -1.522313, 0.695922, 1.081279, -0.751261, -0.561245, b
1.997778, 0.546873, 0.392062, -0.576536, -0.151703, -0.298389, -0.201111, g
-1.202531, 0.375365, 0.061536, 1.548144, -2.872949, -0.947615, 1.085250, b
1.980870, -0.559882, 0.522260, 0.211600, 0.078191, 0.071897, -0.206652, g
-2.104816, -0.717558, -1.364441, 1.116660, 1.198089, 0.523075, -0.733450, b
1.553133, -1.232452, 0.511298, 0.268591, 0.024280, 0.073227, -0.131783, g
-0.879292, 0.736021, -1.147725, 0.232099, 0.742941, 0.374910, -0.396680, b
0.934555, -2.134392, 0.520214, 0.353573, -0.001196, 0.060234, -0.084462, g
-1.055520, 0.242501, 1.258096, -0.082238, -2.123501, 0.431275, -1.643667, b
1.681405, 0.325651, 0.478159, 0.122572, 0.364673, -0.111287, 0.070392, g
1.889102, -0.311583, 0.364017, -0.152127, -0.079077, 0.202834, 0.408646, b
2.018106, 0.070119, 0.558959, -0.271527, -0.620751, 0.002262, -0.089992, g
2.275454, -0.094416, -0.713413, -1.021742, -0.210263, -0.313637, -1.069848, b
-2.640296, 1.842085, 2.138535, -0.908210, 0.038312, -0.152047, -0.053622, g
2.068157, -1.646540, -0.298582, -1.400198, -1.068688, -0.086375, -0.158473, b
2.020797, -1.864284, 0.821382, 0.727617, 0.199823, 0.134205, -0.140933, g
-0.316617, 1.768090, -1.003111, -0.036332, 0.643206, -1.533595, 1.056068, b
0.804033, -2.639965, 0.437243, 0.426277, 0.170257, 0.048936, -0.090631, g
-0.929438, -0.494614, -0.358013, 0.868055, -0.174330, -0.203053, -0.717829, b
1.468060, -2.068162, 0.520420, 0.447050, 0.047629, 0.112128, -0.052011, g
1.239961, 0.421146, -0.466774, -1.083560, -0.343062, -0.170138, -2.931715, b
1.411146, -1.843700, 0.495645, 0.338848, 0.099370, 0.059277, -0.047563, g
-1.196926, -2.691916, 0.098431, -0.941502, -3.081263, -0.651516, -0.214155, b
0.817863, -3.687303, 0.780123, 0.548947, 0.028859, -0.096511, -0.189504, g
-0.944424, -1.435186, 1.329459, 0.382222, -3.070589, 0.039194, 0.514914, b
2.193667, 1.826439, 0.176551, -0.780085, 0.694008, -0.290244, 0.108959, g
2.104137, -0.062235, 0.951287, 0.207000, 0.848892, -0.659076, 1.720176, b
0.324772, -2.467894, 0.234793, 0.279320, 0.212049, 0.045193, 0.023672, g
-0.932999, -1.052315, -0.137440, -0.252072, 0.340202, -0.305073, 0.354870, b
0.999054, 0.126598, -0.057266, -0.227834, 0.058666, 0.073858, -0.219137, g
0.558153, -0.400559, 0.225704, 0.317078, -0.091312, 0.417210, 0.629254, b
1.232171, 0.342721, 0.185086, 0.100898, -0.040160, 0.121421, -0.086102, g
0.978600, -0.220825, 0.849428, 0.403673, 0.643035, 0.661702, -0.314879, b
0.360773, -0.143953, -0.129120, 0.388433, -0.024479, 0.088287, -0.090932, g
-2.094162, -0.381045, -0.486906, -0.594686, 0.371977, 0.117527, 0.450127, b
1.379407, -1.358281, 0.472120, 0.646262, 0.415737, 0.117524, 0.058474, g
-0.229019, 0.098109, -1.406772, -0.175743, -0.753009, -1.603326, -0.722814, b
0.240120, 0.192443, 0.161977, -0.050849, -0.122941, 0.026669, 0.293906, g
-0.524821, 0.004476, -0.926197, 0.573714, 1.057780, 0.836794, -0.862433, b
0.338432, 0.176385, -0.287974, 0.152624, -0.022113, 0.106015, 0.009584, g
-2.202779, -2.479149, -0.610828, -0.499069, 0.270826, 0.168972, -0.124792, b
-2.261767, -2.443989, -0.177073, -1.338620, 0.373516, -0.253230, 0.175399, g
-2.816834, -2.028017, -0.053671, -1.860634, 0.461745, -0.298445, 0.196232, g
-1.095174, 2.131479, -1.628554, -0.802139, 1.305902, 0.724785, -0.420212, b
1.060968, -0.314828, 0.228571, 0.125763, -0.121373, 0.172324, -0.032198, g
-0.527121, 1.909556, -0.901728, -1.243558, 0.977236, -0.652710, 0.232103, b
2.186872, 0.575132, 0.261961, -0.307858, -0.100693, -0.064561, -0.122674, g
-1.357180, 0.479556, -0.979773, 0.448422, -0.229780, 0.338299, -0.126330, b
1.974150, 0.857982, -0.067444, -0.316687, -0.030940, -0.150572, -0.196470, g
-0.302234, 0.782610, -1.161815, 0.053089, -0.003953, -0.459227, 0.540326, b
2.276424, 0.918374, 0.046900, -0.573399, 0.117742, -0.207722, 0.207089, g
-0.933040, 0.447147, -0.660913, 0.654176, -0.481069, -0.082745, 0.199787, b
1.928477, 0.436480, 0.055368, -0.309737, -0.148880, -0.236483, -0.163179, g
-1.159824, 1.196131, -0.283695, -0.022799, -0.746259, -0.292096, 0.100095, b
1.881147, 2.442072, -0.950281, -1.096078, -0.122698, -0.507259, 0.324843, g
-0.265431, 1.210583, -0.815884, 0.011776, 0.680894, -0.481053, 0.021791, b
-2.280155, -1.954813, -0.007097, -1.439276, 0.367362, -0.241323, 0.169774, g
-0.229390, -0.002266, -0.743516, 0.318391, 0.356169, -0.550730, 0.355922, b
-2.691430, -1.665552, 0.234783, -1.897816, 0.390851, -0.286611, 0.222637, g
-1.793634, 0.039306, -0.273938, 0.528839, 0.154706, -0.093501, -0.565550, b
-0.467693, 0.075071, -0.515673, 0.243978, 0.060226, 0.155247, -0.055348, g
0.803525, 0.318514, -0.087628, -0.426152, -0.106885, 0.021329, 0.206256, b
1.222150, -0.450714, 0.263761, 0.031176, 0.151960, 0.028512, -0.073573, g
-1.170095, -0.222395, -1.258903, 0.537524, 0.041868, -1.315026, -0.941685, b
2.052968, 0.426354, 0.180643, -0.326059, 0.072752, 0.188220, 0.024914, g
-0.084728, -0.033072, -0.863082, -0.083408, -0.172757, -0.058044, 0.196787, b
1.404601, 0.167267, 0.251194, 0.303077, 1.136570, -0.333335, 0.588485, g
-1.191139, 0.138529, -0.645498, 0.083160, -0.013093, 0.239092, -1.201064, b
0.054280, 0.266193, -0.321248, -0.096750, -0.286734, 0.055783, 0.109839, g
-1.293664, 0.185344, -0.203636, 0.403885, -0.694970, -0.897620, -0.473797, b
1.013592, -1.706034, 0.261854, 0.238550, -0.070249, -0.077529, -0.528224, g
1.450730, 0.061105, 0.859583, 0.831959, 0.452026, 0.456402, -0.222426, b
2.135908, 0.237729, 0.360481, -0.181347, -0.150128, 0.030411, -0.129591, g
-0.906546, 0.536577, -1.008798, 0.694945, 0.881166, -0.468703, -0.521153, b
2.221737, 0.173964, 0.396898, -0.110113, -0.030133, 0.017638, -0.096062, g
0.901976, 0.354716, -0.602797, -0.055620, -0.406883, 0.892234, 0.617486, b
-0.390237, -0.256742, -0.375593, 0.099753, 0.015912, 0.045470, -0.041982, g
0.693184, 0.370111, -0.035807, -0.345527, -2.302770, -0.052314, 0.040416, b
-1.979119, -1.535415, -0.531679, -0.755366, 0.220816, 0.046961, 0.190595, g
0.456690, 0.219655, -0.901490, -0.655222, -1.908538, 0.587631, 0.713664, b
-2.776035, -1.269465, 0.214107, -1.956269, 0.314425, -0.321134, 0.177675, g
-3.260286, 1.312646, -0.646716, 0.720851, -0.520389, 1.030422, 1.048247, b
0.381776, -0.193595, -0.461902, 0.121854, 0.052814, 0.249355, 0.241466, g
-1.548385, 0.074305, -0.968839, 0.485389, -0.041801, 0.257198, -0.169092, b
0.944075, 0.458378, -0.178675, -0.500609, 0.115945, -0.296375, 0.282879, g
-1.673397, -0.052319, -1.424975, 1.058949, -0.301139, -3.003970, -1.248292, b
2.105439, 0.144375, 0.384652, -0.044709, -0.064381, -0.029568, -0.163045, g
1.606367, 1.418698, -0.182771, -0.349068, -0.709536, -0.646729, 0.057867, b
-1.262036, -0.006731, -0.741190, 0.189084, 0.088639, 0.135325, 0.058849, g
0.751833, 0.597391, -0.310694, -0.273520, 0.057972, 0.007287, 0.092119, b
-1.470844, -0.127111, -0.309280, 0.092924, 0.095705, 0.191353, 0.106395, g
-1.330112, 0.172767, -1.144479, 0.278604, -0.039870, 0.212812, 0.149508, b
2.232469, 0.032639, 0.396489, -0.092923, 0.019952, 0.020017, -0.065252, g
1.821096, -0.699161, 1.397599, 0.784032, 0.495605, 0.353766, -0.068487, b
2.125984, -0.011442, 0.439657, 0.005080, 0.060965, 0.119198, -0.039204, g
-1.714090, -0.342601, -0.742881, -0.231150, -0.232487, 0.387462, 0.282416, b
1.084182, -0.182189, 0.032849, 0.254306, 0.077203, 0.251553, -0.128939, g
-1.366387, 0.009493, -0.805897, 0.326859, 0.089876, 0.218495, -0.002086, b
-2.537122, 0.767280, 1.516749, -0.705244, 0.224364, -0.096048, 0.050567, g
-1.523433, 0.020306, -0.776591, 0.394584, 0.112586, 0.218243, -0.050735, b
1.467849, 0.048607, 0.144124, -0.020778, 0.010969, 0.106008, -0.018590, g
-1.404161, 0.051976, -0.829987, 0.397396, 0.043785, 0.251383, -0.050797, b
-2.151000, 0.269311, 0.426321, -0.282500, 0.217388, 0.196252, 0.107997, g
-0.873237, 0.091527, -0.822931, 0.206604, -0.002184, 0.116422, -0.076261, b
-1.749891, 0.734759, 1.240394, 1.678680, -0.352127, 0.333598, -0.017733, g
-1.436554, 0.044930, -0.790717, 0.328193, 0.071760, 0.239002, 0.009515, b
1.629632, 0.165684, 0.209054, -0.040360, -0.090543, -0.038005, -0.000482, g
-0.581868, -1.104806, -0.039208, 2.761341, 0.950206, -2.978922, -0.050937, b
-2.131489, 0.930630, 1.585842, 1.795202, -0.289409, 0.256039, 0.026997, g
0.862119, -2.191510, 0.057827, 0.953062, -0.829971, -0.124368, -0.649522, b
-2.050964, 1.169196, 2.094230, 2.124833, -0.222653, 0.223914, -0.082775, g
-2.296161, -0.038187, -1.431743, 0.374625, -1.398734, 0.442641, -2.237598, b
-2.264982, 0.704083, 1.392753, 2.590894, -0.296909, 0.078413, 0.256901, g
-1.297868, 0.154537, -0.876250, 0.731958, -0.232053, 0.224854, 0.112006, b
1.376324, -0.692910, 0.480330, 0.284678, 0.170101, 0.161222, -0.180838, g
-1.198778, 1.263490, -1.616224, 0.202324, -0.958894, 0.119476, 0.588862, b
1.770861, 0.250588, 0.280425, -0.047111, 0.032807, -0.097082, -0.155133, g
-1.526723, 0.301489, -1.346604, 0.642284, 0.614004, -0.140157, 0.484051, b
2.269041, 0.225683, 0.333450, -0.122684, -0.646736, -0.011806, -0.340303, g
-1.277722, 0.228991, -0.230374, -0.307088, 0.290339, -0.202439, -0.495293, b
2.131243, -0.409479, 0.910653, 0.156072, -0.113212, 0.023300, 0.073507, g
-0.932590, 0.247002, -1.365627, 0.863907, 0.540880, 0.770461, -0.360760, b
1.537324, -0.098119, 0.343412, 0.071750, -0.360629, -0.219312, -0.357999, g
-1.267635, 0.111836, -0.747762, 0.465936, 0.131734, 0.227979, -0.135167, b
1.301344, 1.918268, -0.715708, -1.314729, -0.124869, -0.296627, 0.009159, g
-0.440470, 0.822181, -0.257790, 0.501116, -0.081029, -0.880407, -1.586781, b
0.617420, 0.987629, -0.607775, -0.898873, -0.259340, -0.059597, 0.229937, g
-0.723502, -0.745610, -2.432006, -0.163620, -2.219263, 1.281827, 0.608955, b
0.258718, 1.279764, -0.924453, -1.002579, -0.072233, -0.123071, 0.379063, g
0.164900, -0.151868, -1.423167, -0.186857, 1.822014, 0.974338, -0.263342, b
-2.117970, 1.189437, 1.787930, 1.646402, -0.240662, 0.183439, -0.058602, g
-0.197336, -0.740280, -1.292460, 0.901324, -1.180839, 0.424221, -0.352742, b
-3.367949, 1.484896, 2.088541, -1.893047, 0.062987, 0.141671, -0.140775, g
-2.007755, 1.009688, -0.353410, 2.287967, -0.958372, -1.196197, 1.806786, b
1.846547, -2.002726, 1.221934, 0.894343, 0.501867, 0.364168, 0.271637, g
-0.799048, 1.220618, -1.245799, 0.797006, -0.755800, 0.837225, 1.001141, b
-0.841190, 0.623808, -0.910987, -0.139751, -0.008515, -0.250949, 0.216844, g
-1.500866, -0.472377, -1.596099, -0.433481, 0.238617, -0.073722, 0.894271, b
0.719618, -1.164224, 0.097341, -0.274854, 0.086425, 0.020082, -0.126816, g
-1.266874, -0.501162, -1.122195, 1.765019, 0.300503, -2.586802, -2.147710, b
1.790272, 0.114143, 0.195958, -0.138395, 0.024826, -0.065526, -0.114440, g
1.339843, -1.671739, 1.270193, 0.526244, 1.701049, 0.459315, -0.648636, b
2.156652, 0.133023, 0.335864, -0.272877, -0.671205, -0.048990, 0.002421, g
-1.414826, -0.066346, -0.944993, 0.673512, 0.555972, -1.294125, 0.061302, b
2.008175, 0.054648, 0.284605, -0.173353, -0.499706, 0.195556, -0.272981, g
0.774048, -0.100041, -0.318388, 0.719088, -0.964474, 0.915557, -0.296546, b
1.090397, 1.690850, -0.905694, -1.164880, 0.064709, -0.288819, 0.097419, g
-1.338603, 1.624840, -0.603955, 0.969069, 0.888583, 1.430339, -0.055426, b
1.971148, -0.053882, 0.267601, -0.066069, -0.163595, -0.137749, -0.201834, g
-1.838280, 2.653019, -0.293273, 0.707999, 0.084573, 0.732374, -0.639217, b
1.967487, 0.010493, 0.347326, -0.012980, 0.148153, -0.046374, -0.013818, g
-2.494160, 1.127635, -0.297886, 0.641263, -0.030530, 0.737290, -2.345001, b
1.215079, -0.334445, -0.161500, 0.001161, 0.399805, 0.164890, 0.027803, g
-1.762407, -0.280707, -0.765223, 0.006274, 0.629258, 0.191674, -0.558339, b
1.832014, 0.270090, 0.962867, 0.750982, -0.226771, 0.001448, -0.040333, g
-0.575878, -0.410286, -1.541375, 1.627470, 0.150841, 0.315670, 2.347256, b
0.085187, 0.020534, -0.365288, 0.082360, -0.072968, 0.039256, -0.003417, g
-2.165292, 0.401570, -0.704865, 1.436715, -0.128760, 0.319621, 0.360346, b
1.736377, 0.110388, 0.933640, 0.114699, 0.318953, 0.475150, -0.012220, g
1.997735, -0.855664, 1.577673, 1.227138, -2.136067, -0.194381, 0.911845, b
-2.140868, 1.074183, 1.684327, 1.527948, -0.230813, 0.188973, 0.012205, g
2.684354, -0.899506, -0.371101, 1.022656, 1.558139, -0.235743, 0.678442, b
0.478701, -1.926704, 0.238123, 0.071425, 0.143520, 0.006735, 0.010162, g
-0.379454, -1.171184, -0.957460, -0.280780, -1.828993, -0.896159, 1.312041, b
-0.576944, -3.083232, 0.048418, -0.161258, 0.218035, -0.032624, 0.062424, g
-2.032871, 1.275977, -0.328584, 1.934125, 1.775202, -2.934010, -1.170983, b
-1.199623, -1.750084, -0.066776, -0.316714, 0.174865, 0.032552, 0.072801, g
2.267302, 0.566760, 0.132525, -0.309288, -0.138142, 0.220131, -0.607770, b
0.319358, -2.626097, 0.291280, 0.291867, 0.155274, 0.022456, -0.026778, g
-1.015033, -0.032707, -0.662331, 0.507294, 0.425609, 0.230074, 0.502149, b
-1.253059, -2.736381, -0.080110, -0.468688, 0.258820, -0.142607, 0.121866, g
-1.516192, -0.391348, 0.187065, 1.711570, -0.238410, 0.597294, 1.498065, b
-2.632092, 0.949010, 1.635574, -0.237555, 0.113663, -0.040461, -0.008009, g
1.764256, 0.548823, 2.038027, 0.845370, 1.618637, -0.457796, 0.815223, b
0.830677, -1.370251, 0.111704, 0.635018, 0.015200, 0.193648, 0.081431, g
-1.238556, -0.170482, -0.772727, 1.015495, -0.234326, 0.111409, 0.350342, b
2.132282, -0.027779, 0.440425, -0.037574, 0.015852, 0.053994, -0.072445, g
-1.996615, 0.206554, -2.525516, 0.468295, -1.977415, -1.727890, 0.152842, b
0.865370, -0.146536, -0.062159, 0.208555, 0.121289, 0.264828, -0.017485, g
1.328185, -0.519861, 0.522023, -0.031787, -1.574417, -0.099212, -0.259388, b
1.921431, 0.705168, -0.386829, -0.405086, -0.244119, 0.368993, 0.113867, g
-1.203863, -0.980733, -0.324877, 0.213308, 0.156467, 0.289074, -0.016755, b
0.789159, 0.072252, -0.040752, -0.010402, 0.019816, 0.070765, 0.065779, g
-1.271834, 0.143763, -0.818662, 0.392047, 0.146555, 0.310992, 0.194019, b
1.146809, 0.096622, 0.044402, -0.036818, -0.244353, 0.063373, -0.046140, g
-1.393156, 0.144983, -1.543444, -0.386015, -0.309042, -0.017699, -0.222473, b
1.833422, 0.441289, 0.190485, -0.248433, -0.027410, 0.043144, -0.183599, g
-1.037078, 0.659202, -0.819520, -0.402962, 0.470626, -0.504616, -0.146210, b
1.836876, 0.340501, 0.209620, -0.215192, -0.010520, 0.044338, -0.114811, g
1.147186, 0.647125, -0.408975, -0.300880, -0.312354, 1.478757, 0.536523, b
1.593810, 0.284878, 0.164316, -0.112788, -0.045712, 0.012352, -0.007214, g
-1.304960, -0.463694, -0.399940, 0.705689, -0.086659, 0.093600, 0.057436, b
0.467200, 0.165031, -0.239961, 0.123134, -0.075180, 0.134049, -0.098086, g
-1.357180, 0.479556, -0.979773, 0.448422, -0.229780, 0.338299, -0.126330, b
-2.270976, -0.348369, 1.080843, -0.492110, -0.117122, -0.137394, 0.133407, g
-0.579304, 0.098124, -0.181067, 0.521465, -0.020658, 2.250261, -0.563337, b
-2.546312, 1.138853, 1.738240, -0.151054, 0.116201, 0.002942, -0.015635, g
-1.413017, 0.684175, -0.220452, 0.749677, -0.380008, 0.897901, 0.900567, b
-2.282053, 1.378272, 2.031151, 0.957302, -0.081635, 0.109933, -0.042388, g
-2.200217, 0.805638, 0.550722, 0.702812, 0.092190, -0.015621, 0.040732, g
-2.011047, 1.159149, 1.818277, 1.723205, -0.187100, 0.174025, -0.081558, g
0.871545, -0.049756, -0.198389, 0.054487, 0.086768, 0.063652, -0.096859, g
0.950760, -0.192801, 0.188818, -0.022454, 0.034133, -0.053330, -0.184603, g
0.979924, -0.268005, 0.011790, 0.069074, -0.227533, 0.180206, -0.108420, g
1.363042, -0.005486, 0.112685, -0.008358, -0.127462, 0.099065, -0.042053, g
0.105240, -0.107771, -0.198843, 0.264050, 0.247192, 0.179005, -0.236282, g
-0.581170, -2.439108, -0.070716, -0.122316, 0.209754, -0.013812, 0.062638, g
-0.626476, -2.935660, 0.082060, -0.377768, 0.278737, -0.059823, 0.145448, g
-1.521532, -2.481443, -0.055394, -0.878699, 0.309938, -0.130629, 0.162163, g
-1.540925, -3.245744, -0.145142, -0.711739, 0.330459, -0.159753, 0.153059, g
-1.883487, -2.656299, -0.120428, -0.995500, 0.315954, -0.204908, 0.200008, g
-2.169239, -0.774984, 0.020128, -0.954897, 0.227109, 0.023812, 0.112076, g
0.644377, -0.708415, 0.205374, 0.349425, 0.652904, 0.254526, 0.155649, g
0.727312, -0.563777, -0.044065, 0.061836, 0.034449, 0.234839, -0.263613, g
0.725065, 0.132838, -0.086950, -0.244829, 0.014042, -0.010961, -0.087012, g
2.084377, 0.165798, 0.397552, -0.088885, -0.059863, -0.027772, -0.093697, g
0.438875, 0.191930, -0.595585, -0.138862, 0.231472, 0.090043, 0.153135, g
0.978334, -0.313967, 0.271128, 0.401862, 0.129464, 0.235032, -0.022409, g
0.767009, -0.022479, -0.206801, 0.063950, 0.106227, 0.165460, 0.078888, g
0.578598, -0.155583, -0.213381, -0.246250, -0.083940, -0.005764, 0.055618, g
0.935109, 0.101678, 0.098646, 0.004320, -0.220294, -0.135523, -0.031778, g
0.723351, 0.039960, -0.080899, 0.137789, 0.044434, -0.014258, 0.072101, g
0.017720, -0.131397, -0.416784, 0.105470, -0.143997, -0.049390, -0.163845, g
-0.598610, -2.574590, 0.057256, -0.282229, 0.307225, -0.126748, 0.148449, g
-1.668321, -2.780433, -0.102249, -1.015081, 0.327734, -0.208553, 0.212863, g
-2.460538, -1.870172, 0.160208, -1.608031, 0.367418, -0.277908, 0.250653, g
-2.434625, -2.301502, -0.075294, -1.609634, 0.373483, -0.255409, 0.267849, g
-3.085620, -0.737258, 0.410029, -2.082014, 0.398909, -0.317894, 0.214817, g
-2.523705, 0.421508, 1.246149, -0.701849, 0.165837, -0.069809, 0.030342, g
-1.569727, -0.114457, -0.336360, 0.137743, 0.079584, 0.096405, 0.017446, g
0.964045, 0.171828, -0.121057, -0.088247, 0.280964, 0.070291, 0.139313, g
-0.096457, -0.586412, -0.035281, 0.004436, -0.046262, 0.137304, -0.036641, g
1.533864, -0.097441, 0.350072, 0.026524, -0.094960, 0.035872, -0.116582, g
1.713051, 0.247850, 0.434765, 0.115382, 0.202301, 0.155749, -0.226481, g
1.678911, -0.021280, 0.267489, 0.007013, -0.023659, 0.186216, 0.109312, g
0.336122, -0.129786, -0.361394, 0.115278, -0.215916, 0.136319, -0.449462, g
0.927711, 0.353397, -0.211912, -0.384368, -0.258453, 0.137330, -0.184802, g
1.388345, 0.600580, -0.019284, -0.308437, -0.214471, 0.023605, 0.023854, g
1.606755, 0.409150, 0.267384, 0.020170, -0.021034, 0.015910, -0.122416, g
1.041726, 0.370607, -0.120615, 0.054251, 0.325985, 0.147184, -0.170507, g
0.560639, 0.367325, -0.181801, 0.002322, -0.111194, 0.215372, -0.110946, g
-3.168320, -0.790250, 0.294174, -2.118705, 0.376111, -0.297523, 0.211108, g
-3.346906, -0.299224, 0.538150, -2.463398, 0.434556, -0.313130, 0.227729, g
-3.335445, 0.673449, 0.781110, -1.847442, 0.309499, -0.381437, 0.241389, g
-2.758061, 0.264838, 0.999238, -1.414791, 0.295792, -0.165650, 0.111363, g
-3.137366, 0.620580, 1.245325, -1.913164, 0.387459, -0.248669, 0.115037, g
-2.681534, 0.725391, 1.168791, -1.212101, 0.304753, -0.123214, 0.032821, g
2.170093, 0.390598, 0.294331, -0.260188, -0.042987, -0.024265, -0.049474, g
2.045363, 0.206718, 0.295545, -0.147690, -0.011100, 0.004635, -0.082506, g
2.039009, 0.298228, 0.253321, -0.197264, 0.100763, -0.071904, 0.065096, g
0.976200, 0.054298, -0.087498, -0.032629, -0.034107, 0.421221, 0.248893, g
0.063572, 0.141049, -0.521967, -0.099809, 0.197124, 0.136370, 0.314209, g
-3.105378, -2.521322, -0.307530, -1.995001, 0.136683, -0.032620, 0.117523, g
-3.109291, -1.188212, 0.260953, -1.977300, 0.224630, -0.112898, 0.093992, g
-2.795844, 0.441736, 1.268946, -1.222772, 0.202896, -0.043791, 0.047731, g
-3.072687, 0.969661, 1.544016, -1.660120, 0.353018, -0.202278, 0.059963, g
-2.974759, 1.232154, 1.786182, -1.033426, 0.239555, -0.013990, -0.130007, g
2.248502, 0.257410, 0.423945, -0.176086, -0.255871, -0.007110, -0.234084, g
1.957207, -0.016518, 0.063412, -0.113811, -0.110425, 0.209417, -0.453410, g
-2.635246, 0.370436, 1.135140, -0.830839, 0.192777, -0.067337, 0.081322, g
-2.788819, 1.050457, 1.579010, -0.899396, 0.232950, -0.115595, 0.035541, g
